Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W15 Tabarka R16,L vs Koike,1.03,0.61,35.6,2.1,0.0%,36.0%,0.0%,32.0%,46.2%,32.0%
2019 W15 Tabarka R32,W vs Higashitani,1.05,1.44,43.6,2.2,0.0%,65.5%,0.0%,52.0%,60.0%,51.6%
2019 W15 Tabarka F,L vs Bjorklund,0.87,0.65,50.0,2.1,0.0%,38.5%,0.0%,32.0%,35.3%,63.3%
2019 W15 Tabarka QF,W vs Temin,1.44,2.20,25.6,2.0,0.0%,69.0%,0.0%,59.3%,55.6%,53.8%
2019 W15 Tabarka R32,W vs Lanca,1.05,1.64,39.1,3.0,0.0%,62.5%,0.0%,50.0%,62.5%,72.7%
2018 Nanchang Q1,L vs Kuwata,0.96,0.70,52.5,2.3,0.0%,42.9%,0.0%,50.0%,32.3%,46.7%
2018 Bucharest Q2,L vs Badosa,0.83,0.38,27.8,2.0,4.3%,34.8%,0.0%,33.3%,42.1%,16.7%
2018 Bucharest Q1,W vs Dinu,1.14,1.31,53.8,2.6,2.4%,65.9%,0.0%,51.3%,37.5%,58.8%
2018 Nurnberg Q1,L vs Podoroska,0.96,0.74,55.8,2.8,0.0%,45.2%,0.0%,40.0%,32.1%,55.6%
2018 Prague Q1,L vs Eikeri,1.01,0.53,38.6,2.0,0.0%,40.9%,0.0%,36.8%,29.6%,34.6%
2018 Dubai Q1,L vs Kato,1.12,0.61,44.9,2.4,4.5%,27.3%,0.0%,25.0%,38.5%,42.3%
2017 Nules $25K R16,L vs Gorgodze,1.10,0.93,86.3,4.1,3.2%,48.4%,0.0%,48.4%,48.9%,38.1%
2017 Nules $25K R32,W vs Maristany Zuleta De Reales,1.04,1.43,44.6,2.3,0.0%,65.4%,0.0%,52.0%,55.9%,57.6%
2017 Valencia $25K R32,L vs Juvan,0.94,0.75,56.8,2.4,0.0%,42.9%,3.8%,34.6%,50.0%,47.4%
2017 Zawada Near Opole $25K R32,L vs Piter,1.08,0.68,56.3,2.5,0.0%,55.6%,3.0%,39.4%,27.6%,38.5%
2017 Santa Margherita Di Pula $25K R32,L vs Benoit,0.99,0.78,56.4,2.7,0.0%,52.6%,0.0%,34.3%,47.1%,40.6%
2017 Moscow Q1,L vs Martincova,1.04,0.73,50.0,2.2,0.0%,45.2%,0.0%,25.9%,43.3%,46.7%
2017 Podgorica $25K R32,L vs Melnikova,0.93,0.67,46.0,2.2,0.0%,46.4%,0.0%,34.6%,32.1%,53.8%
2017 Dunakeszi $60K R16,L vs Yastremska,0.89,0.82,75.7,5.0,0.0%,51.1%,0.0%,35.0%,55.1%,47.7%
2017 Dunakeszi $60K R32,W vs Radanovic,1.23,1.67,41.9,2.0,0.0%,64.3%,0.0%,56.5%,55.6%,50.0%
2019 (5 matches),,1.09,1.16,39.1,2.2,0.0%,54.9%,0.0%,45.1%,51.4%,54.5%
2018 (6 matches),,1.02,0.72,47.2,2.3,1.8%,45.5%,0.0%,41.3%,35.1%,44.7%
2017 (43 matches),,1.04,1.06,58.5,2.9,0.8%,53.5%,0.6%,48.0%,51.8%,48.2%
2016 (37 matches),,1.01,1.07,60.9,2.9,0.6%,52.4%,0.4%,53.0%,51.1%,49.5%
2015 (24 matches),,1.03,1.13,55.1,2.7,0.8%,51.1%,0.4%,51.6%,53.1%,54.1%
Career (133 matches),,1.03,1.06,57.8,2.8,0.8%,52.4%,0.5%,50.6%,50.6%,49.8%
