Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,9,6,3,66.7%,3,2,1,66.7%,2024,2026,R128,9,1.12,3.2%,4.0%,61.3%,63.6%,48.8%,57.8%,47.3%,50.0%,37.1%
Roland Garros,2,Clay,10,7,3,70.0%,2,2,0,100.0%,2024,2025,R32,10,1.05,0.6%,3.9%,69.1%,59.0%,48.2%,55.6%,46.5%,54.7%,66.7%
Wimbledon,2,Grass,7,5,2,71.4%,0,0,0,-,2024,2025,R64,7,1.15,2.3%,1.4%,68.1%,65.3%,50.7%,60.6%,45.3%,59.5%,53.1%
US Open,3,Hard,6,3,3,50.0%,0,0,0,-,2023,2025,R128,6,1.02,1.0%,2.2%,64.0%,57.9%,43.6%,52.7%,48.3%,51.7%,54.5%
Miami,2,Hard,8,6,2,75.0%,1,1,0,100.0%,2025,2026,R32,8,1.18,2.5%,2.7%,65.8%,65.7%,52.5%,61.2%,45.8%,64.7%,58.9%
Indian Wells,2,Hard,2,0,2,0.0%,1,0,1,0.0%,2025,2026,Q1,2,0.79,1.5%,5.3%,58.8%,61.0%,33.3%,49.6%,39.7%,35.3%,40.0%
Doha,2,Hard,3,1,2,33.3%,0,0,0,-,2025,2026,Q2,3,1.26,3.4%,3.0%,65.5%,71.4%,52.9%,65.0%,44.0%,50.0%,37.9%
Abu Dhabi,2,Hard,2,0,2,0.0%,0,0,0,-,2025,2026,Q1,2,0.65,2.6%,3.5%,46.5%,49.1%,36.1%,42.1%,37.4%,36.8%,40.0%
Auckland,2,Hard,4,2,2,50.0%,0,0,0,-,2024,2026,R32,4,1.14,1.7%,3.9%,65.0%,67.5%,42.9%,58.9%,46.9%,58.3%,37.1%
Jiujiang,2,Hard,2,0,2,0.0%,2,1,1,50.0%,2024,2025,R32,2,0.92,0.0%,3.6%,59.9%,59.0%,50.7%,55.7%,40.8%,52.2%,63.6%
