Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,32,11,21,34.4%,29-42,40.8%,313-347,47.4%,2-5,28.6%,32,59.1%,35.5%,1.8%,3.1%,62.4%,58.5%,46.1%,53.8%,44.0%,48.9%,0.95
Clay,15,10,5,66.7%,20-13,60.6%,157-132,54.3%,3-1,75.0%,15,64.5%,43.8%,1.3%,4.4%,66.1%,62.1%,46.4%,56.7%,47.3%,51.9%,1.09
Grass,5,2,3,40.0%,5-7,41.7%,45-57,44.1%,0-0,-,5,64.7%,23.5%,2.2%,2.5%,68.0%,62.4%,42.1%,55.9%,38.6%,47.9%,0.87
Grand Slams,13,4,9,30.8%,11-20,35.5%,114-157,42.1%,1-1,50.0%,13,52.6%,30.9%,2.1%,3.0%,64.2%,57.7%,40.0%,51.3%,41.9%,47.0%,0.86
Premiers,4,1,3,25.0%,3-5,37.5%,38-42,47.5%,0-0,-,4,61.9%,30.2%,0.4%,4.5%,58.6%,58.6%,47.7%,54.1%,40.4%,47.2%,0.88
Internationals,11,2,9,18.2%,6-18,25.0%,98-134,42.2%,1-3,25.0%,11,56.1%,28.4%,1.9%,4.3%,63.2%,58.9%,44.5%,53.6%,41.8%,47.8%,0.90
Finals,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,37.5%,12.5%,2.1%,2.1%,64.6%,41.9%,47.1%,43.8%,33.3%,38.1%,0.59
Semi-finals,1,1,0,100.0%,2-0,100.0%,12-5,70.6%,0-0,-,1,75.0%,66.7%,0.0%,4.5%,70.5%,64.5%,61.5%,63.6%,56.4%,59.6%,1.55
Quarter-finals,3,1,2,33.3%,3-4,42.9%,30-35,46.2%,0-1,0.0%,3,62.5%,31.3%,1.3%,1.3%,70.5%,57.5%,46.3%,54.2%,42.1%,48.5%,0.92
vs Righties,47,22,25,46.8%,50-53,48.5%,457-467,49.5%,4-5,44.4%,47,61.1%,37.5%,1.6%,3.4%,64.1%,60.0%,45.3%,54.7%,44.6%,49.6%,0.99
vs Lefties,4,1,3,25.0%,4-7,36.4%,49-56,46.7%,1-0,100.0%,4,61.5%,30.8%,3.3%,2.7%,62.0%,58.6%,48.9%,54.9%,43.8%,49.6%,0.97
vs Top 10,6,0,6,0.0%,1-12,7.7%,34-74,31.5%,0-0,-,6,45.3%,18.2%,0.9%,4.0%,63.9%,51.2%,39.3%,46.9%,36.7%,41.5%,0.69
