Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2012,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,-,-,0.0%,8.0%,60.0%,43.3%,30.0%,38.0%,43.1%,40.7%,0.70,R32 (Bad Gastein)
2011,12,1,11,8.3%,3-22,12.0%,74-143,34.1%,0-0,-,10,-,-,1.7%,7.4%,67.3%,51.1%,34.3%,45.6%,43.2%,44.3%,0.79,R32 (5x)
2010,5,3,2,60.0%,7-5,58.3%,54-54,50.0%,0-0,-,5,-,-,0.9%,2.0%,77.5%,54.7%,36.4%,50.6%,50.7%,50.7%,1.03,SF (Budapest)
2009,2,0,2,0.0%,0-4,0.0%,13-24,35.1%,0-0,-,1,-,-,3.3%,5.0%,58.3%,57.1%,40.0%,50.0%,44.3%,47.1%,0.89,R32 (Bad Gastein)
2008,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,-,-,0.0%,4.9%,56.1%,47.8%,50.0%,48.8%,8.6%,30.3%,0.17,R128 (Wimbledon)
2007,9,3,6,33.3%,6-12,33.3%,57-89,39.0%,0-0,-,7,-,-,1.3%,8.2%,60.1%,57.3%,40.4%,50.5%,39.7%,45.2%,0.80,R16 (Luxembourg)
2006,19,7,12,36.8%,16-26,38.1%,162-211,43.4%,2-2,50.0%,10,-,-,1.0%,6.9%,65.5%,55.1%,37.1%,48.9%,44.3%,46.7%,0.87,QF (Estoril)
2005,18,8,10,44.4%,16-20,44.4%,151-168,47.3%,0-1,0.0%,2,-,-,0.0%,1.0%,86.1%,43.7%,35.7%,42.6%,54.0%,48.6%,0.94,F (Prague)
2004,9,2,7,22.2%,7-15,31.8%,89-110,44.7%,0-1,0.0%,1,-,-,1.6%,6.3%,74.6%,48.9%,31.3%,44.4%,34.0%,39.8%,0.61,R16 (2x)
2003,12,5,7,41.7%,11-16,40.7%,112-123,47.7%,0-2,0.0%,4,-,-,1.2%,9.3%,61.1%,59.2%,39.0%,51.4%,40.7%,46.6%,0.84,R16 (3x)
2002,7,2,5,28.6%,6-10,37.5%,53-76,41.1%,1-0,100.0%,0,,,,,,,,,,,,R16 (2x)
2001,3,0,3,0.0%,0-6,0.0%,18-37,32.7%,0-0,-,0,,,,,,,,,,,,R32 (3x)
Career,98,31,67,31.6%,72-140,34.0%,790-1059,42.7%,3-6,33.3%,42,-,-,1.2%,6.5%,66.9%,53.8%,37.4%,48.4%,43.6%,46.0%,0.84,
