Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,37,9,28,24.3%,22-58,27.5%,265-416,38.9%,1-1,50.0%,18,-,-,1.9%,7.2%,63.7%,52.4%,38.3%,47.3%,40.1%,43.7%,0.76
Clay,51,20,31,39.2%,46-64,41.8%,446-518,46.3%,2-3,40.0%,21,-,-,0.7%,5.5%,70.8%,54.4%,35.7%,48.9%,47.8%,48.4%,0.94
Grass,8,1,7,12.5%,2-15,11.8%,51-100,33.8%,0-0,-,3,-,-,0.6%,9.7%,56.4%,58.1%,41.7%,50.9%,31.1%,41.1%,0.63
Carpet,2,1,1,50.0%,2-3,40.0%,28-25,52.8%,0-2,0.0%,0,,,,,,,,,,,
Grand Slams,24,4,20,16.7%,8-40,16.7%,129-266,32.7%,0-0,-,14,-,-,1.5%,8.5%,63.1%,54.2%,37.6%,48.0%,35.7%,42.1%,0.69
Premiers,22,6,16,27.3%,16-34,32.0%,193-261,42.5%,0-2,0.0%,13,-,-,1.1%,5.9%,68.5%,53.4%,37.4%,48.4%,44.7%,46.5%,0.87
Internationals,44,18,26,40.9%,40-56,41.7%,394-458,46.2%,3-3,50.0%,12,-,-,1.0%,4.8%,69.5%,55.5%,34.9%,49.2%,48.8%,49.0%,0.96
Finals,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-1,0.0%,0,,,,,,,,,,,
Semi-finals,2,1,1,50.0%,3-2,60.0%,23-20,53.5%,0-0,-,1,-,-,0.0%,2.5%,69.6%,56.4%,29.2%,48.1%,47.2%,47.6%,0.91
Quarter-finals,4,2,2,50.0%,4-5,44.4%,36-46,43.9%,0-0,-,2,-,-,0.6%,4.8%,77.1%,50.8%,31.6%,46.4%,47.6%,46.9%,0.89
vs Righties,86,25,61,29.1%,58-127,31.4%,667-940,41.5%,3-5,37.5%,38,-,-,1.2%,6.4%,67.2%,53.9%,37.6%,48.5%,44.1%,46.3%,0.86
vs Lefties,12,6,6,50.0%,14-13,51.9%,123-119,50.8%,0-1,0.0%,4,-,-,0.9%,6.6%,64.2%,53.1%,35.8%,46.9%,39.0%,42.8%,0.73
vs Top 10,8,0,8,0.0%,0-16,0.0%,35-97,26.5%,0-1,0.0%,3,-,-,0.7%,9.9%,58.9%,47.0%,27.6%,39.0%,34.7%,36.8%,0.57
