Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,18,6,12,33.3%,2,1,1,50.0%,2001,2013,R64,6,0.72,1.6%,7.6%,59.9%,54.7%,36.2%,47.3%,37.8%,45.1%,34.4%
Roland Garros,10,Clay,19,9,10,47.4%,2,1,1,50.0%,2001,2011,R64,4,0.76,2.0%,7.0%,65.7%,56.8%,42.0%,51.7%,36.7%,46.2%,38.9%
Wimbledon,11,Grass,23,12,11,52.2%,1,0,1,0.0%,2001,2011,R128,3,0.63,0.6%,9.7%,56.4%,58.1%,41.7%,50.9%,31.1%,41.7%,50.0%
US Open,10,Hard,16,6,10,37.5%,1,1,0,100.0%,2001,2010,R128,4,0.74,0.9%,9.6%,68.1%,51.3%,28.8%,44.1%,41.3%,40.5%,58.8%
Antwerp,6,Hard,17,10,7,58.8%,3,1,2,33.3%,2003,2008,R16,0,,,,,,,,,,
Warsaw,6,Clay,14,8,6,57.1%,1,0,1,0.0%,1999,2007,R16,2,0.94,0.0%,1.0%,86.1%,43.7%,35.7%,42.6%,54.0%,21.4%,55.6%
Miami,6,Hard,9,3,6,33.3%,0,0,0,-,2003,2011,R64,3,0.90,1.8%,4.5%,68.3%,53.6%,45.1%,50.9%,44.0%,51.4%,60.0%
Linz,5,Hard,10,5,5,50.0%,0,0,0,-,2002,2009,Q2,0,,,,,,,,,,
Zurich,5,Hard,8,3,5,37.5%,0,0,0,-,1999,2007,Q3,0,,,,,,,,,,
Paris,5,Carpet,5,0,5,0.0%,3,0,3,0.0%,2003,2010,Q1,1,0.60,0.0%,5.4%,78.6%,50.0%,25.0%,44.6%,33.3%,16.7%,50.0%
