Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
4,Filip Horansky [SVK],1,3,25.0%,1,0,1,0.0%,2017,2021,3,0.92,3.0%,3.8%,60.8%,66.0%,40.9%,56.1%,40.5%,58.1%,50.0%
4,Akira Santillan [AUS],3,1,75.0%,1,1,0,100.0%,2018,2021,4,1.09,3.0%,2.3%,63.8%,64.1%,56.0%,61.1%,42.4%,68.6%,40.0%
3,Thiago Seyboth Wild [BRA],2,1,66.7%,1,1,0,100.0%,2021,2024,3,1.11,5.4%,3.0%,61.1%,69.6%,46.2%,60.5%,43.7%,66.7%,29.6%
3,Steven Diez [CAN],1,2,33.3%,0,0,0,-,2020,2024,3,0.87,4.7%,2.4%,66.9%,52.9%,50.0%,52.0%,41.7%,44.4%,24.0%
3,Andrej Martin [SVK],1,2,33.3%,0,0,0,-,2018,2022,3,1.11,2.6%,3.9%,62.4%,68.5%,46.5%,60.3%,44.1%,50.0%,37.1%
3,Ernesto Escobedo [MEX],0,3,0.0%,2,1,1,50.0%,2017,2022,3,0.74,6.6%,3.3%,59.1%,68.5%,45.5%,59.1%,30.3%,62.1%,44.4%
3,Emilio Gomez [ECU],0,3,0.0%,1,0,1,0.0%,2021,2022,3,0.78,4.3%,3.4%,57.3%,57.9%,48.5%,53.9%,36.2%,58.1%,46.7%
3,Federico Gaio [ITA],1,2,33.3%,1,0,1,0.0%,2019,2021,3,0.95,6.0%,3.4%,65.1%,68.6%,50.0%,62.1%,36.0%,69.2%,38.1%
3,Raul Brancaccio [ITA],2,1,66.7%,1,1,0,100.0%,2018,2021,3,0.98,4.4%,0.9%,72.6%,66.5%,48.4%,61.5%,37.8%,60.0%,45.0%
3,Maxime Janvier [FRA],1,2,33.3%,0,0,0,-,2018,2019,3,1.01,5.5%,2.3%,65.9%,68.3%,52.0%,62.7%,37.5%,68.4%,43.8%
2,Frederico Ferreira Silva [POR],0,2,0.0%,0,0,0,-,2018,2025,2,0.87,4.3%,3.2%,57.8%,61.7%,46.2%,55.1%,39.1%,30.8%,40.0%
2,Pol Martin Tiffon [ESP],2,0,100.0%,0,0,0,-,2024,2024,0,,,,,,,,,,
2,Joao Domingues [POR],2,0,100.0%,1,0,1,0.0%,2024,2024,0,,,,,,,,,,
2,Yshai Oliel [ISR],2,0,100.0%,0,0,0,-,2018,2024,1,1.32,4.2%,0.0%,59.2%,64.3%,69.0%,66.2%,44.6%,50.0%,66.7%
2,Lorenzo Giustino [ITA],0,2,0.0%,1,0,1,0.0%,2018,2024,1,0.89,1.4%,13.0%,56.5%,69.2%,43.3%,58.0%,37.5%,28.6%,50.0%
