Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2022 Hamburg R32,L vs Alcaraz,23.7%,34.0%,51.4%,30.2%,27.3%,40.9%,52.1%,36.8%,72.4%,86.5%,100.0%,17.2%,20.7%,50.0%,19
2020 Koblenz CH SF,L vs Van De Zandschulp,24.7%,29.9%,50.9%,29.7%,34.0%,40.4%,41.9%,42.3%,52.4%,34.6%,33.3%,11.1%,14.8%,62.5%,-4
2018 Budapest CH SF,W vs Fucsovics,25.3%,34.7%,64.8%,38.0%,28.3%,41.5%,71.1%,46.2%,52.2%,26.7%,0.0%,20.0%,20.0%,50.0%,59
Career (3 matches),,24.5%,32.9%,55.2%,32.4%,29.5%,41.0%,55.6%,41.4%,60.3%,52.7%,63.6%,15.8%,18.4%,54.7%,32
