Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2022 Hamburg R32,L vs Alcaraz,3.9,4.3,3.4,46.4%,37.0%,58.8%,61.5%,53.7%,2.3%,-7.5,-5.1,-2.0,-1.6
2020 Koblenz CH SF,L vs Van De Zandschulp,4.5,4.9,4.1,38.8%,55.0%,63.2%,47.4%,46.4%,5.7%,-4.0,-3.7,10.0,6.8
2018 Budapest CH SF,W vs Fucsovics,4.0,4.3,3.7,50.6%,52.4%,53.8%,61.5%,44.6%,10.1%,3.5,3.9,4.0,3.4
Career (3 matches),,4.1,4.5,3.7,45.3%,47.7%,59.2%,55.6%,48.5%,6.0%,-2.7,-2.3,4.0,3.1
