Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,6,2,4,33.3%,4-8,33.3%,52-68,43.3%,1-1,50.0%,6,68.3%,21.9%,3.5%,3.7%,58.8%,63.0%,52.1%,58.5%,38.0%,48.1%,0.92
Clay,4,1,3,25.0%,5-7,41.7%,52-61,46.0%,2-1,66.7%,4,69.1%,21.8%,1.1%,1.9%,70.5%,62.8%,46.3%,57.9%,37.2%,47.8%,0.89
Grass,2,0,2,0.0%,1-5,16.7%,22-37,37.3%,1-1,50.0%,2,71.4%,6.7%,4.0%,7.3%,59.9%,69.8%,46.5%,60.5%,27.0%,43.7%,0.68
Grand Slams,1,0,1,0.0%,1-3,25.0%,15-24,38.5%,1-0,100.0%,1,73.7%,5.0%,3.4%,6.8%,64.1%,68.0%,50.0%,61.5%,28.8%,45.1%,0.75
Masters,3,1,2,33.3%,3-3,50.0%,30-33,47.6%,1-0,100.0%,3,66.7%,27.3%,2.3%,2.7%,52.7%,62.1%,51.9%,57.3%,40.9%,49.2%,0.96
Other Tours,8,2,6,25.0%,6-14,30.0%,81-109,42.6%,2-3,40.0%,8,69.1%,18.8%,2.6%,3.4%,67.3%,64.0%,47.5%,58.6%,35.1%,46.9%,0.85
Best of 5,1,0,1,0.0%,1-3,25.0%,15-24,38.5%,1-0,100.0%,1,73.7%,5.0%,3.4%,6.8%,64.1%,68.0%,50.0%,61.5%,28.8%,45.1%,0.75
Best of 3,11,3,8,27.3%,9-17,34.6%,111-142,43.9%,3-3,50.0%,11,68.5%,20.9%,2.5%,3.2%,63.4%,63.6%,49.0%,58.2%,36.6%,47.5%,0.88
vs Righties,8,2,6,25.0%,7-14,33.3%,80-114,41.2%,3-1,75.0%,8,69.1%,15.2%,2.0%,3.9%,63.4%,62.8%,49.3%,57.9%,34.7%,46.3%,0.82
vs Lefties,4,1,3,25.0%,3-6,33.3%,46-52,46.9%,1-2,33.3%,4,69.4%,26.0%,3.9%,3.3%,63.7%,66.5%,48.8%,60.1%,37.4%,48.8%,0.94
vs Top 10,1,0,1,0.0%,1-2,33.3%,13-16,44.8%,0-1,0.0%,1,85.7%,7.1%,1.0%,2.1%,68.0%,65.2%,54.8%,61.9%,29.2%,46.2%,0.77
