Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Australian Open Q3,L vs Kudermetova,2.7,2.7,2.7,45.7%,48.0%,36.4%,0.0%,47.1%,14.9%,1.5,2.4,1.5,2.4
2024 W50 Palma Del Rio Q2,L vs Tian,4.4,4.8,3.9,42.6%,38.1%,47.1%,61.5%,50.3%,11.1%,3.0,3.2,1.0,1.1
Career (2 matches),,3.5,3.7,3.2,44.6%,43.5%,42.9%,53.3%,49.0%,12.7%,2.3,2.9,1.3,1.7
