Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,1,0,1,0.0%,1-2,33.3%,13-16,44.8%,0-0,-,0,,,,,,,,,,,,R32 (W25 Santa Margherita di Pula)
2022,16,5,11,31.3%,14-21,40.0%,160-165,49.2%,0-2,0.0%,0,,,,,,,,,,,,QF (W25 Santa Margherita di Pula)
2021,16,6,10,37.5%,15-22,40.5%,161-182,46.9%,1-0,100.0%,0,,,,,,,,,,,,QF (2x)
2020,15,7,8,46.7%,15-18,45.5%,158-163,49.2%,3-2,60.0%,0,,,,,,,,,,,,SF (W15 Ortisei)
2019,42,23,19,54.8%,53-41,56.4%,445-403,52.5%,3-2,60.0%,0,,,,,,,,,,,,W (2x)
2018,58,33,25,56.9%,73-55,57.0%,613-569,51.9%,7-5,58.3%,0,,,,,,,,,,,,W (2x)
2017,49,33,16,67.3%,70-41,63.1%,557-461,54.7%,7-4,63.6%,0,,,,,,,,,,,,W (2x)
2016,6,2,4,33.3%,5-8,38.5%,60-66,47.6%,0-1,0.0%,0,,,,,,,,,,,,QF (Cordenons $10K)
2015,50,30,20,60.0%,66-43,60.6%,539-416,56.4%,4-4,50.0%,0,,,,,,,,,,,,W (Velenje $10K)
2014,50,25,25,50.0%,54-62,46.6%,509-517,49.6%,7-7,50.0%,0,,,,,,,,,,,,F (Santa Margherita Di Pula 10K)
2013,19,7,12,36.8%,16-27,37.2%,180-213,45.8%,1-1,50.0%,0,,,,,,,,,,,,QF (2x)
2012,14,2,12,14.3%,6-25,19.4%,97-166,36.9%,0-2,0.0%,0,,,,,,,,,,,,R16 (2x)
2011,8,2,6,25.0%,5-14,26.3%,64-101,38.8%,1-0,100.0%,0,,,,,,,,,,,,R16 (2x)
2009,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-0,-,0,,,,,,,,,,,,R32 (Mallorca 10K)
Career,345,175,170,50.7%,393-381,50.8%,3564-3451,50.8%,34-30,53.1%,0,,,,,,,,,,,,
