Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,10,6,4,60.0%,0,0,0,-,1980,1988,SF,0,,,,,,,,,,
Roland Garros,14,Clay,46,33,13,71.7%,9,2,7,22.2%,1974,1987,W,0,,,,,,,,,,
Wimbledon,12,Grass,36,24,12,66.7%,4,2,2,50.0%,1974,1986,QF,0,,,,,,,,,,
US Open,12,Hard,34,22,12,64.7%,9,4,5,44.4%,1974,1985,SF,0,,,,,,,,,,
Fed Cup,9,,18,10,8,55.6%,1,0,1,0.0%,1973,1985,,0,,,,,,,,,,
Hilton Head,9,Clay,26,16,10,61.5%,3,2,1,66.7%,1977,1985,BR,0,,,,,,,,,,
Chicago,9,Carpet,13,4,9,30.8%,4,2,2,50.0%,1974,1984,QF,0,,,,,,,,,,
Dallas,8,Carpet,18,10,8,55.6%,1,0,1,0.0%,1976,1984,F,0,,,,,,,,,,
Detroit,8,Carpet,18,10,8,55.6%,2,1,1,50.0%,1974,1982,F,0,,,,,,,,,,
Brighton,7,Carpet,16,9,7,56.3%,4,1,3,25.0%,1978,1987,F,0,,,,,,,,,,
Houston,7,Carpet,15,8,7,53.3%,2,1,1,50.0%,1975,1984,W,0,,,,,,,,,,
