Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,84,39,45,46.4%,88-89,49.7%,765-773,49.7%,8-8,50.0%,0,,,,,,,,,,,
Clay,223,151,72,67.7%,311-157,66.5%,2309-1737,57.1%,20-16,55.6%,0,,,,,,,,,,,
Grass,75,42,33,56.0%,88-75,54.0%,773-694,52.7%,6-6,50.0%,0,,,,,,,,,,,
Carpet,222,118,104,53.2%,250-218,53.4%,2146-1987,51.9%,21-27,43.8%,0,,,,,,,,,,,
Grand Slams,120,79,41,65.8%,158-87,64.5%,1208-951,56.0%,8-14,36.4%,0,,,,,,,,,,,
Premiers,2,1,1,50.0%,2-2,50.0%,16-19,45.7%,0-0,-,0,,,,,,,,,,,
Finals,16,7,9,43.8%,16-19,45.7%,143-158,47.5%,1-1,50.0%,0,,,,,,,,,,,
Semi-finals,40,16,24,40.0%,39-47,45.3%,368-402,47.8%,2-7,22.2%,0,,,,,,,,,,,
Quarter-finals,85,38,47,44.7%,79-94,45.7%,738-778,48.7%,10-7,58.8%,0,,,,,,,,,,,
vs Righties,351,179,172,51.0%,383-353,52.0%,3338-3187,51.2%,28-31,47.5%,0,,,,,,,,,,,
vs Lefties,55,22,33,40.0%,47-68,40.9%,461-545,45.8%,6-7,46.2%,0,,,,,,,,,,,
vs Top 10,11,0,11,0.0%,2-22,8.3%,55-139,28.4%,0-0,-,0,,,,,,,,,,,
