Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1988,4,1,3,25.0%,2-6,25.0%,23-45,33.8%,0-0,-,0,,,,,,,,,,,,R32 (2x)
1987,4,1,3,25.0%,4-6,40.0%,31-47,39.7%,0-0,-,0,,,,,,,,,,,,R16 (Knokke)
1986,6,2,4,33.3%,6-9,40.0%,54-81,40.0%,1-0,100.0%,0,,,,,,,,,,,,R32 (2x)
1985,23,10,13,43.5%,22-27,44.9%,207-221,48.4%,2-2,50.0%,0,,,,,,,,,,,,F (Bregenz)
1984,33,14,19,42.4%,33-33,50.0%,282-286,49.6%,2-5,28.6%,0,,,,,,,,,,,,R16 (4x)
1983,39,23,16,59.0%,50-32,61.0%,386-326,54.2%,2-5,28.6%,0,,,,,,,,,,,,F (Roland Garros)
1982,60,35,25,58.3%,76-56,57.6%,623-564,52.5%,9-3,75.0%,0,,,,,,,,,,,,W (Los Angeles)
1981,86,58,28,67.4%,115-68,62.8%,891-679,56.8%,11-4,73.3%,0,,,,,,,,,,,,F (2x)
1980,58,35,23,60.3%,70-43,61.9%,538-427,55.8%,3-9,25.0%,0,,,,,,,,,,,,SF (2x)
1979,62,33,29,53.2%,72-60,54.5%,613-556,52.4%,5-5,50.0%,0,,,,,,,,,,,,SF (Filderstadt)
1978,50,30,20,60.0%,61-42,59.2%,470-420,52.8%,3-5,37.5%,0,,,,,,,,,,,,W (Hamburg)
1977,53,32,21,60.4%,67-42,61.5%,530-421,55.7%,7-4,63.6%,0,,,,,,,,,,,,W (Roland Garros)
1976,55,37,18,67.3%,78-43,64.5%,616-448,57.9%,4-8,33.3%,0,,,,,,,,,,,,W (3x)
1975,35,16,19,45.7%,37-42,46.8%,347-355,49.4%,2-2,50.0%,0,,,,,,,,,,,,SF (3x)
1974,31,18,13,58.1%,34-28,54.8%,304-276,52.4%,4-5,44.4%,0,,,,,,,,,,,,F (Kitzbuhel)
1973,5,4,1,80.0%,8-4,66.7%,63-41,60.6%,0-0,-,0,,,,,,,,,,,,QF (Hamburg)
1972,2,2,0,100.0%,4-0,100.0%,28-13,68.3%,0-0,-,0,,,,,,,,,,,,W (Split)
Career,606,351,255,57.9%,739-541,57.7%,6006-5206,53.6%,55-57,49.1%,0,,,,,,,,,,,,
