Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Miami R64,W vs Jones,35.5%,48.4%,55.3%,43.8%,65.6%,66.7%,64.3%,44.4%,-,28.6%,32.1%,45.0%,6.7%,23.1%,100.0%,-23
2026 Indian Wells SF,L vs Rybakina,31.8%,38.8%,41.2%,37.3%,43.1%,40.6%,8.7%,25.0%,50.0%,29.6%,40.7%,42.1%,6.3%,9.1%,0.0%,144
2026 Indian Wells QF,W vs Swiatek,27.0%,36.0%,50.8%,31.5%,46.3%,59.5%,50.0%,31.3%,33.3%,24.1%,24.1%,36.4%,11.8%,0.0%,0.0%,73
2026 Dubai F,L vs Pegula,24.2%,30.3%,40.0%,30.8%,33.3%,48.1%,50.0%,47.4%,60.0%,18.2%,31.8%,27.8%,20.0%,33.3%,33.3%,52
2026 Australian Open SF,L vs Sabalenka,21.1%,26.3%,40.5%,25.0%,34.4%,41.7%,40.0%,58.8%,66.7%,18.2%,18.2%,38.9%,16.7%,20.0%,50.0%,41
2026 Australian Open QF,W vs Gauff,24.4%,31.1%,52.9%,35.5%,45.2%,55.0%,31.3%,26.7%,0.0%,0.0%,0.0%,50.0%,16.7%,0.0%,0.0%,-119
2026 Australian Open R16,W vs Andreeva,21.3%,26.2%,46.8%,27.0%,32.4%,44.4%,58.8%,30.0%,33.3%,13.0%,17.4%,50.0%,0.0%,0.0%,0.0%,-54
2026 Australian Open R32,W vs Shnaider,26.0%,35.1%,50.0%,30.2%,41.9%,56.7%,37.5%,40.7%,50.0%,24.1%,31.0%,40.9%,0.0%,0.0%,0.0%,73
2026 Australian Open R64,W vs Klimovicova,32.8%,49.2%,53.8%,35.9%,59.0%,64.0%,50.0%,43.5%,100.0%,30.0%,35.0%,35.7%,10.0%,0.0%,0.0%,6
2026 Auckland F,W vs Wang,39.0%,43.9%,48.9%,45.3%,52.8%,51.7%,60.0%,51.5%,33.3%,30.8%,30.8%,44.4%,16.7%,0.0%,0.0%,21
2026 Auckland SF,W vs Jovic,27.5%,39.1%,44.7%,28.6%,47.6%,50.0%,47.1%,48.0%,0.0%,29.2%,29.2%,35.3%,8.3%,33.3%,100.0%,30
2025 US Open R128,L vs Bondar,17.6%,29.7%,49.1%,28.6%,48.6%,64.0%,57.9%,25.0%,0.0%,9.7%,16.1%,35.7%,0.0%,31.6%,0.0%,-30
2025 Montreal QF,L vs Osaka,15.9%,22.7%,39.4%,22.7%,31.8%,47.1%,30.0%,33.3%,0.0%,11.1%,16.7%,31.3%,12.5%,10.0%,0.0%,-14
2025 Montreal R16,W vs Anisimova,29.7%,33.8%,46.9%,28.3%,34.8%,48.5%,37.5%,45.5%,20.0%,36.0%,36.0%,43.8%,0.0%,5.6%,0.0%,25
2025 Wimbledon R128,W vs Bondar,17.0%,40.4%,73.0%,25.0%,54.2%,72.2%,50.0%,50.0%,0.0%,9.5%,28.6%,73.7%,12.5%,38.5%,0.0%,-19
2025 Roland Garros QF,L vs Swiatek,23.7%,27.1%,43.2%,30.3%,33.3%,56.5%,37.5%,28.0%,0.0%,16.0%,20.0%,28.6%,15.0%,0.0%,0.0%,-57
2025 Roland Garros R16,W vs Paolini,13.9%,21.3%,44.9%,16.9%,26.2%,44.4%,40.7%,34.2%,12.5%,10.3%,15.4%,45.7%,5.3%,30.0%,50.0%,-12
2025 Madrid SF,L vs Sabalenka,23.1%,27.7%,43.5%,27.8%,36.1%,50.0%,47.4%,29.4%,0.0%,20.0%,20.0%,35.0%,0.0%,26.7%,66.7%,62
2025 Madrid QF,W vs Uchijima,33.3%,53.3%,50.0%,42.4%,63.6%,52.6%,37.5%,41.2%,0.0%,8.3%,25.0%,45.5%,0.0%,83.3%,100.0%,-104
2025 Madrid R32,W vs Rybakina,30.4%,39.1%,56.3%,42.2%,55.6%,57.7%,40.9%,21.7%,100.0%,8.3%,8.3%,54.5%,0.0%,15.4%,0.0%,-104
Last 52 Weeks (21 matches),,25.7%,34.6%,48.5%,32.0%,44.2%,52.9%,44.3%,37.5%,30.3%,18.6%,23.3%,42.5%,10.9%,17.4%,25.0%,32
Career (240 matches),,22.3%,30.7%,48.3%,27.7%,39.4%,52.7%,42.8%,42.3%,39.6%,15.2%,18.9%,41.8%,11.9%,29.6%,30.0%,15
