Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R32,L vs Gauff,94.2,100.5,6.0,100.8,97.9,111,82,83.4,3.7,81.8,,91,77
2024 US Open R64,W vs Kalinina,94.8,102.1,5.0,104.8,99.9,110,90,82.3,3.4,78.0,,92,75
2024 US Open R128,W vs Carle,91.3,97.1,7.0,100.1,93.4,109,83,78.5,4.5,85.0,,90,69
2024 Wimbledon QF,L vs Rybakina,98.9,103.1,3.6,103.4,100.3,109,95,84.9,2.9,,87.0,90,80
2024 Wimbledon R16,W vs Wang,96.8,103.3,3.2,106.0,102.3,110,97,84.4,3.8,91.5,80.0,94,79
2024 Wimbledon R32,W vs Jabeur,97.8,105.1,3.0,106.1,103.3,110,99,87.9,4.0,93.0,,98,82
2023 US Open R32,L vs Pegula,94.2,101.6,5.5,103.9,95.1,112,89,82.8,5.0,85.4,,96,70
2023 US Open R64,W vs Pavlyuchenkova,89.5,98.1,8.2,101.3,94.7,114,84,76.0,5.0,,79.0,88,63
2023 US Open R128,W vs Friedsam,93.5,100.2,5.4,100.2,98.9,110,92,82.0,3.3,,79.0,90,77
2023 Wimbledon SF,L vs Vondrousova,94.9,99.4,5.0,101.9,97.6,108,88,81.5,2.4,,,86,77
2023 Wimbledon QF,W vs Swiatek,92.1,99.6,5.4,101.9,96.9,110,89,79.9,4.1,86.3,,89,70
2023 Wimbledon R16,W vs Azarenka,95.4,100.8,5.5,104.4,98.7,111,88,79.5,4.3,,,90,72
2023 Wimbledon R32,W vs Kenin,89.5,98.9,5.7,101.9,96.7,108,86,78.9,3.5,88.0,,88,72
2023 Wimbledon R64,W vs Mertens,93.3,99.3,4.9,100.5,95.8,108,90,82.3,4.3,84.0,,88,72
2023 Wimbledon R128,W vs Williams,93.5,100.6,4.6,102.3,98.1,108,89,81.9,4.2,91.0,,91,73
2021 US Open QF,L vs Fernandez,91.6,98.7,6.2,100.7,94.4,111,87,76.9,4.0,80.0,,85,69
2021 US Open R16,W vs Halep,91.1,99.8,7.4,103.8,95.2,110,82,73.2,5.8,77.5,67.0,83,63
2021 US Open R32,W vs Kasatkina,90.8,98.5,6.6,102.5,92.2,110,84,73.8,3.4,72.3,,80,69
2021 US Open R64,W vs Masarova,91.2,96.6,4.8,100.0,96.3,104,85,77.1,5.6,79.5,,86,66
2021 US Open R128,W vs Marino,93.8,98.7,6.0,105.0,96.3,108,84,76.6,3.8,84.0,,84,71
Career (79 matches),,90.5,98.1,5.9,101.4,95.9,114,61,77.0,4.7,80.0,77.7,98,60
