Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,13,Hard,47,34,13,72.3%,6,6,0,100.0%,2013,2026,SF,47,1.16,6.2%,3.6%,59.7%,67.9%,47.8%,59.8%,46.7%,57.4%,46.2%
Roland Garros,14,Clay,48,34,14,70.8%,10,8,2,80.0%,2011,2025,QF,46,1.07,3.1%,3.6%,61.1%,61.4%,46.3%,55.5%,47.7%,54.3%,48.8%
Wimbledon,12,Grass,34,22,12,64.7%,11,4,7,36.4%,2012,2025,SF,33,1.09,4.5%,3.5%,63.9%,68.1%,47.6%,60.7%,42.9%,55.5%,48.8%
US Open,12,Hard,39,27,12,69.2%,6,1,5,16.7%,2012,2025,SF,37,1.14,4.8%,4.3%,61.5%,69.4%,47.6%,61.0%,44.7%,57.3%,43.5%
Olympics,3,,13,10,3,76.9%,2,1,1,50.0%,2016,2024,W,7,1.04,4.6%,3.4%,66.4%,62.0%,45.6%,56.5%,45.3%,52.8%,56.9%
Fed Cup,6,,17,11,6,64.7%,5,3,2,60.0%,2012,2020,,7,1.14,3.8%,2.8%,64.6%,64.4%,45.2%,57.6%,48.3%,52.5%,44.2%
Miami,12,Hard,29,17,12,58.6%,10,3,7,30.0%,2013,2026,SF,29,1.05,4.3%,3.3%,60.6%,65.4%,44.2%,57.0%,45.0%,52.6%,45.8%
Indian Wells,12,Hard,35,23,12,65.7%,13,9,4,69.2%,2013,2026,SF,35,1.03,3.1%,5.0%,60.5%,65.1%,46.0%,57.6%,43.6%,56.8%,44.0%
Dubai,11,Hard,33,24,9,72.7%,9,4,5,44.4%,2015,2026,W,33,1.13,4.6%,4.9%,59.1%,66.5%,46.8%,58.4%,47.0%,56.1%,47.8%
Doha,10,Hard,17,7,10,41.2%,4,2,2,50.0%,2014,2026,SF,16,0.99,3.9%,4.2%,62.0%,63.6%,42.9%,55.8%,44.0%,51.4%,46.7%
Auckland,2,Hard,10,9,1,90.0%,7,5,2,71.4%,2024,2026,W,10,1.11,5.0%,2.9%,63.8%,63.9%,51.7%,59.5%,44.9%,60.8%,51.1%
Cincinnati,9,Hard,22,13,9,59.1%,4,3,1,75.0%,2014,2025,SF,22,1.08,4.7%,3.6%,60.0%,65.8%,51.6%,60.1%,43.2%,58.0%,41.2%
