Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Miami R64,W vs Jones,1.28,1.71,36.5,2.1,15.6%,68.8%,13.3%,70.0%,31.0%,51.9%
2026 Indian Wells SF,L vs Rybakina,0.88,0.74,51.5,2.7,2.2%,53.3%,15.0%,57.5%,35.9%,38.9%
2026 Indian Wells QF,W vs Swiatek,1.09,1.28,63.2,3.2,4.3%,66.0%,7.1%,57.1%,45.5%,44.2%
2026 Dubai F,L vs Pegula,0.84,0.47,34.3,2.1,0.0%,47.1%,6.3%,56.3%,19.2%,36.4%
2026 Australian Open SF,L vs Sabalenka,0.93,0.60,42.9,2.3,0.0%,58.6%,7.1%,42.9%,32.1%,30.8%
2026 Australian Open QF,W vs Gauff,1.07,1.96,38.4,2.1,13.0%,65.2%,4.5%,63.6%,65.2%,65.0%
2026 Australian Open R16,W vs Andreeva,1.17,1.37,56.8,2.3,9.7%,58.1%,3.3%,56.7%,51.7%,48.3%
2026 Australian Open R32,W vs Shnaider,1.06,1.29,58.4,2.4,9.8%,73.2%,2.8%,44.4%,54.5%,43.3%
2026 Australian Open R64,W vs Klimovicova,1.00,1.49,54.2,2.2,0.0%,61.3%,10.0%,73.3%,44.8%,53.8%
2026 Auckland F,W vs Wang,1.17,1.20,64.6,2.2,7.1%,61.9%,10.0%,72.5%,37.1%,30.3%
2026 Auckland SF,W vs Jovic,1.08,1.34,53.9,3.4,8.3%,58.3%,0.0%,57.6%,55.9%,48.4%
2025 US Open R128,L vs Bondar,0.89,0.71,44.1,2.6,0.0%,57.9%,5.6%,47.2%,37.8%,37.1%
2025 Montreal QF,L vs Osaka,0.84,0.48,34.4,2.1,8.7%,52.2%,0.0%,38.1%,25.9%,37.5%
2025 Montreal R16,W vs Anisimova,1.12,1.37,55.3,2.5,7.9%,55.3%,2.8%,66.7%,40.7%,56.0%
2025 Wimbledon R128,W vs Bondar,1.10,2.25,33.1,2.0,0.0%,76.0%,9.1%,72.7%,54.2%,50.0%
2025 Roland Garros QF,L vs Swiatek,0.87,0.72,50.9,2.2,0.0%,46.7%,0.0%,65.5%,36.8%,35.3%
2025 Roland Garros R16,W vs Paolini,1.21,1.22,70.2,20.6,1.8%,52.7%,1.9%,49.1%,54.9%,43.2%
2025 Madrid SF,L vs Sabalenka,0.90,0.72,50.6,2.1,5.9%,64.7%,6.5%,41.9%,33.3%,41.2%
2025 Madrid QF,W vs Uchijima,1.07,2.00,37.4,2.5,8.3%,54.2%,14.3%,81.0%,66.7%,57.9%
2025 Madrid R32,W vs Rybakina,1.06,1.36,49.7,2.1,5.6%,77.8%,0.0%,60.6%,28.1%,51.9%
2026 (11 matches),,1.05,1.15,51.8,2.4,6.1%,61.1%,7.4%,59.2%,43.0%,44.0%
2025 (19 matches),,1.02,1.05,58.1,2.7,5.1%,58.4%,3.8%,57.3%,43.0%,43.6%
2024 (22 matches),,1.01,1.06,57.9,2.7,6.0%,59.3%,3.3%,58.1%,42.1%,44.3%
2023 (15 matches),,1.03,1.16,56.4,2.7,6.1%,62.4%,5.3%,57.3%,44.7%,45.7%
2022 (3 matches),,1.04,0.94,51.7,2.5,5.9%,53.8%,3.5%,58.3%,37.5%,42.4%
Career (507 matches),,1.03,1.11,58.3,2.7,4.2%,58.3%,3.3%,57.6%,44.9%,45.8%
