Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Miami R64,W vs Jones,3.6,3.4,3.8,61.8%,50.0%,35.7%,50.0%,41.9%,14.4%,8.5,13.1,5.5,6.6
2026 Indian Wells SF,L vs Rybakina,3.2,2.9,3.6,48.6%,44.7%,46.2%,25.0%,47.0%,17.8%,-6.0,-7.1,7.0,8.1
2026 Indian Wells QF,W vs Swiatek,3.2,3.2,3.3,54.5%,52.3%,53.8%,42.9%,46.3%,4.8%,1.0,1.0,-0.5,-0.4
2026 Dubai F,L vs Pegula,4.3,3.7,5.1,49.1%,34.5%,44.4%,10.0%,59.8%,8.8%,-0.5,-0.5,-1.0,-1.4
2026 Australian Open SF,L vs Sabalenka,3.6,4.3,2.9,40.6%,54.8%,18.2%,20.0%,58.8%,9.8%,5.5,8.2,3.0,5.6
2026 Australian Open QF,W vs Gauff,4.0,4.6,3.4,65.4%,64.7%,72.7%,50.0%,54.8%,2.9%,6.5,7.7,10.0,14.9
2026 Australian Open R16,W vs Andreeva,4.7,4.4,5.0,49.1%,52.8%,76.9%,53.8%,50.0%,8.4%,4.5,4.3,8.5,7.8
2026 Australian Open R32,W vs Shnaider,4.1,3.6,4.7,59.8%,43.3%,50.0%,58.3%,57.6%,6.8%,5.0,4.0,5.5,5.8
2026 Australian Open R64,W vs Klimovicova,3.4,3.0,3.9,59.5%,48.1%,71.4%,75.0%,55.5%,8.7%,9.0,11.4,1.0,1.6
2026 Auckland F,W vs Wang,3.8,3.2,4.5,58.9%,41.2%,50.0%,25.0%,54.0%,11.7%,0.0,0.0,-5.5,-6.0
2026 Auckland SF,W vs Jovic,4.1,4.0,4.3,60.3%,55.6%,33.3%,46.2%,49.3%,5.2%,-1.0,-0.9,18.0,16.4
2025 US Open R128,L vs Bondar,4.1,3.6,4.5,38.8%,54.5%,64.3%,42.9%,53.8%,5.2%,-1.0,-0.8,9.0,8.2
2025 Montreal QF,L vs Osaka,5.0,5.0,5.1,40.0%,37.0%,35.7%,35.7%,59.7%,8.4%,0.0,0.0,-1.0,-1.3
2025 Montreal R16,W vs Anisimova,3.1,2.9,3.3,58.5%,41.9%,63.6%,100.0%,40.3%,8.1%,1.5,2.7,6.0,7.6
2025 Wimbledon R128,W vs Bondar,3.5,3.7,3.3,56.1%,68.2%,100.0%,50.0%,60.3%,18.0%,26.0,38.2,5.5,13.4
2025 Roland Garros QF,L vs Swiatek,4.3,4.4,4.2,45.6%,44.1%,41.2%,50.0%,58.3%,5.0%,-11.5,-9.1,3.0,3.3
2025 Roland Garros R16,W vs Paolini,5.4,5.2,5.6,48.1%,48.4%,57.1%,53.1%,51.7%,5.7%,33.5,15.0,-0.5,-0.2
2025 Madrid SF,L vs Sabalenka,3.3,3.8,2.9,45.2%,50.0%,25.0%,66.7%,51.9%,10.3%,9.5,14.2,4.0,5.7
2025 Madrid QF,W vs Uchijima,3.4,3.4,3.4,71.2%,57.9%,60.0%,25.0%,62.7%,12.2%,10.5,16.7,1.5,4.2
2025 Madrid R32,W vs Rybakina,3.5,3.8,3.1,53.8%,51.6%,68.8%,66.7%,52.3%,4.8%,7.0,8.5,7.5,9.4
Last 52 Weeks (21 matches),,3.9,3.8,4.1,53.1%,49.6%,52.5%,46.3%,53.0%,8.2%,6.0,6.0,5.0,5.7
Career (240 matches),,4.5,4.5,4.6,52.4%,51.1%,48.4%,48.4%,51.8%,8.7%,5.6,4.3,3.7,3.1
