Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,457,301,156,65.9%,644-399,61.7%,5312-4452,54.4%,60-48,55.6%,422,70.2%,40.0%,4.5%,4.0%,60.3%,66.3%,46.7%,58.5%,45.3%,51.9%,1.09
Clay,158,107,51,67.7%,230-130,63.9%,1858-1559,54.4%,27-18,60.0%,150,68.0%,43.4%,3.5%,3.6%,62.0%,63.9%,46.6%,57.3%,46.7%,52.0%,1.09
Grass,53,29,24,54.7%,64-59,52.0%,603-574,51.2%,7-10,41.2%,53,72.3%,31.6%,4.2%,3.9%,64.3%,66.4%,46.4%,59.3%,41.6%,50.4%,1.02
Carpet,3,2,1,66.7%,4-3,57.1%,30-29,50.8%,0-0,-,3,-,-,3.7%,4.1%,66.8%,60.7%,37.5%,53.0%,46.8%,50.1%,1.00
Grand Slams,161,113,48,70.2%,234-123,65.5%,1839-1485,55.3%,18-14,56.3%,158,71.2%,40.7%,4.6%,3.7%,61.5%,66.5%,47.5%,59.2%,45.6%,52.4%,1.12
Premiers,219,130,89,59.4%,286-212,57.4%,2478-2227,52.7%,36-23,61.0%,209,67.5%,38.8%,4.0%,4.1%,61.1%,65.1%,45.1%,57.3%,44.8%,51.0%,1.05
Internationals,124,90,34,72.6%,192-86,69.1%,1460-1120,56.6%,19-11,63.3%,117,73.7%,43.4%,4.0%,3.7%,61.7%,66.1%,47.9%,59.1%,46.6%,52.9%,1.14
Finals,24,19,5,79.2%,39-15,72.2%,294-223,56.9%,5-2,71.4%,23,73.8%,40.5%,4.5%,3.3%,62.6%,67.2%,47.2%,59.7%,45.6%,52.8%,1.13
Semi-finals,51,24,27,47.1%,53-63,45.7%,535-548,49.4%,4-8,33.3%,49,68.5%,34.8%,4.5%,3.7%,62.5%,64.6%,46.4%,57.7%,43.0%,50.3%,1.02
Quarter-finals,86,47,39,54.7%,106-94,53.0%,965-915,51.3%,8-14,36.4%,85,67.0%,35.7%,3.8%,3.5%,61.5%,65.0%,45.0%,57.3%,43.6%,50.5%,1.02
vs Righties,603,400,203,66.3%,860-521,62.3%,7067-5907,54.5%,84-66,56.0%,564,70.2%,40.5%,4.3%,4.0%,61.0%,65.9%,46.6%,58.4%,45.4%,51.9%,1.09
vs Lefties,69,40,29,58.0%,85-70,54.8%,755-718,51.3%,10-10,50.0%,64,66.6%,37.0%,4.1%,3.2%,62.3%,63.5%,46.2%,57.0%,44.6%,50.8%,1.04
vs Top 10,107,47,60,43.9%,109-142,43.4%,1144-1251,47.8%,14-19,42.4%,103,66.5%,32.4%,4.1%,3.5%,61.3%,64.1%,44.3%,56.4%,41.9%,49.2%,0.96
