Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,25,20,5,80.0%,38-16,70.4%,297-223,57.1%,5-2,71.4%,25,75.0%,38.8%,5.5%,4.4%,59.3%,68.0%,49.1%,60.3%,44.8%,52.7%,1.13,W (Auckland)
2025,51,36,15,70.6%,78-38,67.2%,625-470,57.1%,7-8,46.7%,47,73.3%,41.3%,4.8%,4.7%,57.6%,68.5%,46.8%,59.3%,46.0%,52.7%,1.13,W (Rouen)
2024,48,30,18,62.5%,69-42,62.2%,566-466,54.8%,6-6,50.0%,48,70.5%,38.5%,4.6%,3.5%,62.6%,65.1%,47.3%,58.4%,45.2%,51.9%,1.09,F (Auckland)
2023,26,17,9,65.4%,37-25,59.7%,308-282,52.2%,6-1,85.7%,26,67.8%,36.1%,4.8%,4.1%,62.2%,65.5%,45.2%,57.9%,44.5%,51.2%,1.06,W (Strasbourg)
2022,13,5,8,38.5%,14-18,43.8%,156-159,49.5%,3-4,42.9%,12,63.8%,39.5%,3.3%,3.2%,61.6%,62.7%,43.9%,55.5%,44.1%,49.8%,0.99,QF (Monterrey)
2021,61,41,20,67.2%,91-55,62.3%,762-647,54.1%,8-9,47.1%,55,71.2%,38.0%,4.6%,3.7%,60.1%,67.6%,47.3%,59.5%,45.1%,52.3%,1.11,W (Chicago 1)
2020,30,21,9,70.0%,43-23,65.2%,322-291,52.5%,7-0,100.0%,30,67.2%,37.2%,3.9%,3.5%,60.3%,65.0%,46.9%,57.8%,45.0%,51.4%,1.07,W (2x)
2019,61,39,22,63.9%,83-55,60.1%,717-615,53.8%,8-10,44.4%,60,69.7%,39.1%,5.0%,4.1%,60.3%,66.7%,44.8%,58.0%,45.0%,51.5%,1.07,F (Shenzhen Finals)
2018,59,44,15,74.6%,91-44,67.4%,708-532,57.1%,3-7,30.0%,59,74.2%,40.0%,5.1%,3.0%,62.4%,67.0%,49.0%,60.2%,45.7%,52.9%,1.15,W (4x)
2017,69,53,16,76.8%,113-42,72.9%,851-612,58.2%,10-7,58.8%,67,70.2%,46.6%,4.2%,4.1%,60.5%,66.8%,48.0%,59.4%,47.7%,53.5%,1.18,W (5x)
2016,63,41,22,65.1%,90-60,60.0%,739-626,54.1%,8-7,53.3%,63,66.9%,41.2%,3.5%,3.7%,62.0%,64.6%,46.1%,57.6%,45.8%,51.6%,1.08,W (Kuala Lumpur)
2015,65,41,24,63.1%,87-59,59.6%,728-640,53.2%,11-5,68.8%,51,62.7%,41.5%,3.7%,3.5%,63.8%,62.6%,47.7%,57.2%,44.6%,50.8%,1.04,W (Marrakech)
2014,64,39,25,60.9%,80-61,56.7%,693-639,52.0%,9-6,60.0%,56,-,-,2.7%,3.9%,63.7%,64.4%,44.4%,57.1%,44.1%,50.6%,1.03,W (Baku)
2013,35,15,20,42.9%,35-45,43.8%,353-389,47.6%,4-3,57.1%,28,-,-,3.2%,6.0%,57.7%,61.3%,44.4%,54.1%,45.0%,49.6%,0.98,W (Baku)
2012,5,0,5,0.0%,0-10,0.0%,29-62,31.9%,0-1,0.0%,3,-,-,3.7%,3.7%,51.6%,57.7%,38.5%,48.4%,34.8%,42.0%,0.67,
Career,675,442,233,65.5%,949-593,61.5%,7854-6653,54.1%,95-76,55.6%,630,69.8%,40.2%,4.2%,3.9%,61.1%,65.6%,46.6%,58.2%,45.3%,51.8%,1.09,
