Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Miami R64,W vs Jones,75.0%,52.4%,3.6%,1/1,2.30,2.8%,73.7%,42.9%,0.0%,2.14,6.3%,82.4%,71.4%,11.8%,2.44,0.0%
2026 Indian Wells SF,L vs Rybakina,73.3%,49.1%,5.3%,4/0,2.42,11.8%,67.4%,32.3%,6.5%,2.40,18.8%,85.7%,70.8%,3.6%,2.46,0.0%
2026 Indian Wells QF,W vs Swiatek,69.0%,51.7%,4.6%,2/2,2.17,8.8%,75.9%,48.8%,0.0%,2.09,14.3%,76.0%,57.9%,16.0%,2.31,0.0%
2026 Dubai F,L vs Pegula,68.8%,33.3%,4.2%,1/1,2.60,17.8%,69.7%,30.4%,0.0%,2.62,29.6%,76.9%,40.0%,15.4%,2.57,0.0%
2026 Australian Open SF,L vs Sabalenka,72.2%,41.0%,9.3%,5/0,2.56,0.0%,77.8%,39.3%,5.6%,2.39,0.0%,64.7%,45.5%,17.6%,2.79,0.0%
2026 Australian Open QF,W vs Gauff,69.8%,76.7%,9.3%,3/1,2.71,0.0%,78.1%,76.0%,6.3%,2.97,0.0%,83.3%,80.0%,33.3%,2.34,0.0%
2026 Australian Open R16,W vs Andreeva,81.0%,55.3%,1.7%,1/0,2.36,31.9%,81.6%,45.2%,2.6%,2.33,51.9%,94.1%,75.0%,0.0%,2.40,5.0%
2026 Australian Open R32,W vs Shnaider,79.4%,56.0%,12.7%,6/2,2.64,5.8%,81.1%,50.0%,8.1%,2.65,10.0%,87.0%,65.0%,21.7%,2.64,0.0%
2026 Australian Open R64,W vs Klimovicova,76.4%,57.1%,3.6%,1/1,2.33,12.8%,70.4%,52.6%,3.7%,2.11,20.0%,92.0%,60.9%,4.0%,2.73,0.0%
2026 Auckland F,W vs Wang,77.9%,41.5%,2.9%,1/1,2.33,6.4%,72.7%,40.6%,0.0%,2.41,10.3%,91.3%,42.9%,8.7%,2.19,0.0%
2026 Auckland SF,W vs Jovic,80.0%,61.5%,4.6%,3/0,2.37,8.5%,81.0%,55.9%,0.0%,2.23,13.3%,85.7%,72.2%,14.3%,2.62,0.0%
2025 US Open R128,L vs Bondar,69.4%,50.0%,5.6%,1/3,2.31,11.3%,56.1%,47.8%,0.0%,2.09,24.0%,93.1%,51.9%,13.8%,2.51,0.0%
2025 Montreal QF,L vs Osaka,76.5%,35.9%,3.9%,1/1,2.37,0.0%,75.9%,22.7%,6.9%,2.49,0.0%,85.0%,52.9%,0.0%,2.24,0.0%
2025 Montreal R16,W vs Anisimova,67.3%,60.0%,15.4%,3/5,2.65,4.1%,68.8%,50.0%,15.6%,2.72,6.1%,81.3%,76.9%,18.8%,2.51,0.0%
2025 Wimbledon R128,W vs Bondar,63.0%,62.1%,2.2%,0/1,2.34,13.5%,63.2%,41.7%,0.0%,1.99,27.8%,81.0%,76.5%,4.8%,2.66,0.0%
2025 Roland Garros QF,L vs Swiatek,72.2%,42.3%,6.9%,2/3,2.18,0.0%,73.8%,35.5%,0.0%,2.11,0.0%,80.8%,52.4%,19.2%,2.25,0.0%
2025 Roland Garros R16,W vs Paolini,87.4%,56.6%,6.3%,4/2,2.25,1.1%,87.3%,53.2%,1.4%,2.09,1.9%,87.5%,66.7%,20.8%,2.49,0.0%
2025 Madrid SF,L vs Sabalenka,71.4%,44.0%,11.4%,3/5,2.78,15.2%,70.0%,35.7%,12.5%,2.84,23.1%,84.6%,54.5%,11.5%,2.72,5.0%
2025 Madrid QF,W vs Uchijima,65.0%,76.9%,5.0%,1/1,2.28,13.3%,71.4%,73.3%,0.0%,2.13,21.1%,78.6%,81.8%,14.3%,2.53,0.0%
2025 Madrid R32,W vs Rybakina,62.7%,56.8%,5.1%,1/2,2.65,0.0%,61.0%,56.0%,2.4%,2.53,0.0%,75.0%,58.3%,12.5%,2.80,0.0%
Last 52 Weeks (21 matches),,74.0%,52.2%,6.4%,57.1%,2.41,8.0%,74.3%,46.6%,3.8%,2.36,13.5%,84.2%,61.7%,12.5%,2.49,0.5%
Career (240 matches),,77.1%,51.5%,5.6%,51.3%,2.43,9.9%,77.9%,47.5%,3.1%,2.39,15.6%,86.5%,58.2%,11.0%,2.49,1.5%
