Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Miami R64,W vs Jones,0.0%,-,5.9%,71.4%,20.0%,50.0%,0.0%,8.5%,22.2%,0.0%,-,-3,22
2026 Indian Wells SF,L vs Rybakina,0.0%,-,2.5%,25.0%,10.1%,9.1%,0.0%,7.4%,0.0%,0.5%,0.0%,-36,7
2026 Indian Wells QF,W vs Swiatek,0.0%,-,5.1%,88.9%,13.2%,46.7%,0.0%,7.5%,8.3%,0.4%,0.0%,18,32
2026 Dubai F,L vs Pegula,0.0%,-,1.8%,50.0%,10.4%,18.8%,0.0%,8.9%,33.3%,0.0%,-,-55,-20
2026 Australian Open SF,L vs Sabalenka,0.0%,-,5.4%,83.3%,11.8%,40.0%,0.0%,16.2%,75.0%,0.0%,-,-78,-52
2026 Australian Open QF,W vs Gauff,0.0%,-,2.3%,100.0%,11.4%,27.3%,0.0%,12.5%,28.6%,0.0%,-,50,61
2026 Australian Open R16,W vs Andreeva,0.0%,-,13.4%,50.0%,12.5%,20.0%,44.4%,11.9%,37.5%,0.4%,0.0%,-30,-31
2026 Australian Open R32,W vs Shnaider,0.0%,-,5.7%,62.5%,11.2%,19.0%,5.6%,8.1%,12.5%,0.0%,-,-28,-2
2026 Australian Open R64,W vs Klimovicova,0.0%,-,12.1%,85.7%,20.0%,27.3%,100.0%,10.0%,33.3%,1.3%,0.0%,111,120
2026 Auckland F,W vs Wang,0.0%,-,5.3%,62.5%,9.9%,25.0%,0.0%,6.9%,22.2%,1.8%,25.0%,-66,-25
2026 Auckland SF,W vs Jovic,0.0%,-,4.5%,83.3%,9.3%,26.7%,0.0%,16.7%,53.8%,0.0%,-,-27,-21
2025 US Open R128,L vs Bondar,0.0%,-,8.9%,53.8%,10.9%,23.5%,100.0%,14.9%,10.0%,0.8%,0.0%,48,50
2025 Montreal QF,L vs Osaka,0.0%,-,7.4%,28.6%,10.3%,10.5%,0.0%,7.4%,11.1%,0.5%,0.0%,-70,-51
2025 Montreal R16,W vs Anisimova,1.4%,100.0%,5.6%,42.9%,10.9%,14.3%,100.0%,3.8%,33.3%,0.7%,0.0%,-50,-22
2025 Wimbledon R128,W vs Bondar,2.2%,0.0%,9.7%,77.8%,38.2%,60.0%,0.0%,12.9%,16.7%,0.0%,-,125,79
2025 Roland Garros QF,L vs Swiatek,0.0%,-,6.9%,55.6%,7.5%,20.0%,0.0%,5.2%,13.3%,0.4%,0.0%,-24,-16
2025 Roland Garros R16,W vs Paolini,0.0%,-,8.4%,47.1%,16.4%,34.1%,28.6%,8.0%,27.6%,0.6%,100.0%,-31,-36
2025 Madrid SF,L vs Sabalenka,0.0%,-,8.1%,45.5%,22.4%,25.0%,0.0%,8.9%,20.0%,0.6%,0.0%,-62,-30
2025 Madrid QF,W vs Uchijima,5.0%,100.0%,16.5%,92.9%,20.0%,38.5%,0.0%,14.3%,37.5%,1.8%,50.0%,120,111
2025 Madrid R32,W vs Rybakina,0.0%,-,2.3%,33.3%,16.4%,21.4%,0.0%,12.5%,60.0%,1.1%,50.0%,-39,-15
Last 52 Weeks (21 matches),,0.3%,75.0%,6.9%,62.2%,14.0%,27.8%,21.8%,10.2%,26.5%,0.6%,30.8%,-18,-1
Career (240 matches),,0.4%,70.3%,7.6%,65.1%,10.4%,21.1%,16.2%,7.8%,25.7%,0.6%,31.4%,-54,-39
