Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Miami R64,W vs Jones,24,15,1.6,20.3%,12.7%,15,13,1.2,14.3%,12.4%,8.6%,5.7%,0.6,11.9%,21.2%
2026 Indian Wells SF,L vs Rybakina,20,31,0.6,12.5%,19.4%,13,24,0.5,9.4%,17.3%,4.3%,2.9%,1.0,23.8%,24.4%
2026 Indian Wells QF,W vs Swiatek,22,37,0.6,12.6%,21.1%,17,32,0.5,11.0%,20.8%,8.4%,2.6%,0.5,16.0%,31.4%
2026 Dubai F,L vs Pegula,14,22,0.6,12.3%,19.3%,12,17,0.7,11.8%,16.7%,6.9%,3.9%,1.6,20.2%,12.3%
2026 Australian Open SF,L vs Sabalenka,12,9,1.3,10.8%,8.1%,10,6,1.7,9.5%,5.7%,4.8%,4.8%,2.1,24.3%,11.7%
2026 Australian Open QF,W vs Gauff,12,17,0.7,13.6%,19.3%,8,17,0.5,10.1%,21.5%,7.6%,2.5%,0.0,1.1%,27.3%
2026 Australian Open R16,W vs Andreeva,16,22,0.7,13.4%,18.5%,12,21,0.6,10.9%,19.1%,6.4%,4.5%,0.7,16.8%,25.2%
2026 Australian Open R32,W vs Shnaider,21,28,0.8,15.0%,20.0%,16,23,0.7,12.6%,18.1%,7.9%,4.7%,0.4,10.0%,27.9%
2026 Australian Open R64,W vs Klimovicova,25,20,1.3,21.6%,17.2%,22,18,1.2,21.0%,17.1%,16.2%,4.8%,0.8,12.1%,15.5%
2026 Auckland F,W vs Wang,22,23,1.0,14.7%,15.3%,15,20,0.8,11.2%,14.9%,6.7%,0.0%,0.9,20.0%,22.0%
2026 Auckland SF,W vs Jovic,23,20,1.2,17.2%,14.9%,20,17,1.2,16.0%,13.6%,7.2%,7.2%,0.8,18.7%,23.9%
2025 US Open R128,L vs Bondar,19,37,0.5,13.0%,25.3%,17,29,0.6,12.9%,22.0%,9.1%,3.8%,0.7,11.0%,15.1%
2025 Montreal QF,L vs Osaka,12,21,0.6,12.6%,22.1%,10,17,0.6,11.6%,19.8%,8.1%,2.3%,1.0,13.7%,13.7%
2025 Montreal R16,W vs Anisimova,11,19,0.6,8.7%,15.1%,7,16,0.4,6.3%,14.4%,4.5%,1.8%,0.6,19.8%,35.7%
2025 Wimbledon R128,W vs Bondar,17,10,1.7,18.3%,10.8%,15,8,1.9,18.3%,9.8%,18.3%,0.0%,0.5,8.6%,18.3%
2025 Roland Garros QF,L vs Swiatek,12,30,0.4,9.2%,22.9%,12,29,0.4,9.8%,23.6%,7.3%,2.4%,0.7,16.0%,22.9%
2025 Roland Garros R16,W vs Paolini,37,38,1.0,18.2%,18.7%,35,34,1.0,17.9%,17.3%,12.8%,5.1%,1.1,17.7%,16.3%
2025 Madrid SF,L vs Sabalenka,16,10,1.6,11.9%,7.4%,12,6,2.0,10.1%,5.0%,9.2%,0.8%,1.5,21.5%,14.1%
2025 Madrid QF,W vs Uchijima,19,9,2.1,22.4%,10.6%,14,9,1.6,18.9%,12.2%,13.5%,5.4%,0.6,9.4%,15.3%
2025 Madrid R32,W vs Rybakina,12,16,0.8,9.4%,12.5%,10,16,0.6,8.4%,13.4%,5.0%,1.7%,0.7,18.8%,25.8%
Career (293 matches),,5866,7023,0.8,13.8%,16.5%,4961,6235,0.8,12.8%,16.0%,7.2%,4.2%,0.8,18.0%,23.0%
