Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,37,21,16,56.8%,49-39,55.7%,446-433,50.7%,11-5,68.8%,26,81.4%,19.5%,13.5%,2.2%,62.8%,73.4%,50.8%,65.0%,34.8%,50.1%,0.99
Clay,2,0,2,0.0%,0-2,0.0%,7-13,35.0%,0-1,0.0%,1,77.8%,0.0%,3.4%,0.0%,70.7%,68.3%,58.8%,65.5%,25.4%,44.6%,0.74
Grass,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,42.9%,0.0%,9.4%,9.4%,37.7%,75.0%,30.3%,47.2%,32.1%,39.4%,0.61
Grand Slams,3,2,1,66.7%,8-4,66.7%,65-57,53.3%,2-0,100.0%,3,81.7%,23.3%,18.1%,2.7%,56.8%,73.7%,56.2%,66.1%,37.4%,51.8%,1.11
Masters,8,3,5,37.5%,7-11,38.9%,89-98,47.6%,2-3,40.0%,8,80.2%,15.4%,9.9%,1.8%,65.4%,74.8%,47.7%,65.4%,32.1%,48.8%,0.93
Other Tours,14,5,9,35.7%,12-18,40.0%,138-168,45.1%,4-2,66.7%,13,77.7%,12.5%,12.9%,2.4%,62.3%,71.7%,48.0%,62.8%,32.0%,47.7%,0.86
Best of 5,3,2,1,66.7%,8-4,66.7%,65-57,53.3%,2-0,100.0%,3,81.7%,23.3%,18.1%,2.7%,56.8%,73.7%,56.2%,66.1%,37.4%,51.8%,1.11
Best of 3,37,19,18,51.4%,41-39,51.2%,391-401,49.4%,9-6,60.0%,25,80.2%,17.4%,12.0%,2.2%,63.6%,73.2%,48.6%,64.3%,33.8%,49.2%,0.95
Quarter-finals,2,0,2,0.0%,1-4,20.0%,22-31,41.5%,1-0,100.0%,2,73.1%,7.7%,13.0%,2.5%,64.8%,69.5%,50.9%,63.0%,25.7%,45.4%,0.69
vs Righties,33,18,15,54.5%,43-33,56.6%,377-370,50.5%,9-5,64.3%,22,81.0%,20.3%,13.1%,2.5%,61.6%,73.3%,51.7%,65.0%,35.4%,50.3%,1.01
vs Lefties,4,1,3,25.0%,2-7,22.2%,41-55,42.7%,2-1,66.7%,4,78.3%,6.4%,13.0%,1.3%,66.6%,74.9%,41.0%,63.5%,26.2%,45.8%,0.72
vs Top 10,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,1,70.0%,10.0%,10.5%,3.5%,75.4%,72.1%,28.6%,61.4%,26.9%,45.0%,0.70
