Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
1999,1231,2,,,,,,,,,,,,
1998,178,258,66,1795,60,1730,57,1763,,,717,34,,
1997,258,154,,,,,,,,,,,,
1996,20,1472,29,1908,27,1857,41,1824,20,1806,682,39,,
1995,26,,20,1931,20,1874,38,1819,36,1753,189,282,,
1994,30,,23,1926,19,1920,41,1827,27,1770,562,55,,
1993,23,,22,1960,20,1940,29,1874,23,1810,287,163,,
1992,13,,24,1945,15,1940,23,1906,19,1809,239,179,,
1991,50,,23,1923,20,1872,43,1798,22,1795,290,129,,
1990,93,,113,1683,76,1702,97,1654,95,1558,308,91,,
1989,199,,,,,,,,,,513,,,
1988,329,,,,,,,,,,604,,,
