Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
1996 Wimbledon F,L vs Krajicek,49.3%,40.0%,7.0%,3/2,1.58,46.9%,41.5%,29.4%,12.2%,1.58,41.9%,66.7%,50.0%,0.0%,1.57,57.1%
1996 Wimbledon SF,W vs Martin,56.9%,50.5%,8.3%,9/6,1.69,11.9%,51.5%,50.9%,8.7%,1.60,14.5%,79.4%,50.0%,9.5%,1.86,7.5%
1995 Stockholm R16,L vs Edberg,73.1%,40.4%,6.4%,2/3,1.85,63.6%,73.8%,41.9%,7.1%,1.92,52.0%,83.9%,38.5%,6.5%,1.80,73.3%
1995 Essen F,L vs Muster,67.9%,39.2%,2.8%,3/0,2.09,15.7%,67.7%,38.1%,1.6%,2.04,35.0%,71.1%,40.6%,4.4%,2.13,0.0%
1995 Essen SF,W vs Boetsch,73.9%,41.2%,0.0%,0/0,1.81,48.3%,70.4%,31.6%,0.0%,1.53,56.3%,88.2%,53.3%,0.0%,2.15,38.5%
1995 Canada QF,W vs Agassi,77.9%,46.3%,1.2%,1/0,2.55,6.3%,80.4%,46.7%,1.8%,2.61,10.0%,78.6%,45.5%,0.0%,2.52,3.6%
1993 Stockholm SF,L vs Ivanisevic,50.0%,52.2%,2.2%,0/1,1.74,23.8%,23.8%,60.0%,0.0%,1.67,42.9%,75.0%,50.0%,4.2%,1.81,4.8%
1993 Miami F,L vs Sampras,65.6%,45.2%,0.0%,0/0,1.88,48.6%,54.3%,31.6%,0.0%,1.81,58.8%,82.1%,56.5%,0.0%,1.94,38.9%
1992 US Open R16,L vs Chang,78.6%,51.1%,2.6%,1/2,2.30,6.8%,81.8%,37.0%,4.5%,2.17,10.9%,88.4%,71.1%,0.0%,2.45,1.9%
1992 New Haven F,L vs Edberg,51.8%,44.8%,1.8%,0/1,1.93,66.7%,62.5%,50.0%,0.0%,1.93,21.4%,75.0%,33.3%,8.3%,1.93,95.5%
1992 Canada SF,L vs Agassi,72.6%,37.8%,8.1%,2/3,2.11,0.0%,82.4%,28.6%,8.8%,2.06,0.0%,85.0%,52.9%,10.0%,2.14,0.0%
Career (11 matches),,65.6%,45.1%,4.3%,53.8%,1.98,24.2%,64.2%,40.5%,4.8%,1.88,26.2%,79.3%,50.7%,4.1%,2.08,21.9%
