Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
1996 Wimbledon F,L vs Krajicek,7% (1/14),100% (1/1),1/4,43% (6/14),17% (1/6),1/1,0/0,1/2,0/0,0/1
1995 Stockholm R16,L vs Edberg,31% (4/13),50% (2/4),0/5,50% (7/14),0% (0/7),0/2,0/1,1/2,0/0,1/1
1995 Essen F,L vs Muster,20% (4/20),75% (3/4),0/3,32% (6/19),50% (3/6),3/3,1/1,2/2,0/0,1/1
1995 Essen SF,W vs Boetsch,30% (3/10),100% (3/3),0/0,20% (2/10),100% (2/2),1/1,0/0,0/0,0/0,0/0
1993 Stockholm SF,L vs Ivanisevic,14% (1/7),0% (0/1),0/4,63% (5/8),0% (0/5),0/0,0/0,0/1,0/0,0/1
1993 Miami F,L vs Sampras,44% (4/9),0% (0/4),0/3,38% (3/8),0% (0/3),0/0,0/0,2/2,0/0,1/1
1992 Canada SF,L vs Agassi,33% (4/12),100% (4/4),0/5,64% (7/11),14% (1/7),3/4,1/1,0/1,0/0,0/0
1996 (1 matches),,7.1%,100.0%,25.0%,42.9%,16.7%,100.0%,-,50.0%,-,0.0%
1995 (3 matches),,25.6%,72.7%,0.0%,34.9%,33.3%,66.7%,50.0%,75.0%,-,100.0%
1993 (2 matches),,31.3%,0.0%,0.0%,50.0%,0.0%,-,-,66.7%,-,50.0%
1992 (1 matches),,33.3%,100.0%,0.0%,63.6%,14.3%,75.0%,100.0%,0.0%,-,-
Career (7 matches),,24.7%,61.9%,4.2%,42.9%,19.4%,72.7%,66.7%,60.0%,-,60.0%
