Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
1996 Wimbledon F,L vs Krajicek,0.83,0.45,23.6,2.0,8.7%,63.0%,2.4%,47.6%,26.3%,21.2%
1995 Stockholm R16,L vs Edberg,0.92,0.75,51.7,2.2,9.5%,64.3%,0.0%,45.7%,31.0%,41.7%
1995 Essen F,L vs Muster,0.91,0.73,41.9,2.4,10.6%,66.7%,13.1%,62.3%,25.4%,32.0%
1995 Essen SF,W vs Boetsch,1.25,1.96,42.6,2.3,10.7%,78.6%,7.7%,76.9%,37.5%,31.8%
1993 Stockholm SF,L vs Ivanisevic,0.86,0.45,30.4,2.1,6.5%,45.2%,7.4%,48.1%,20.8%,36.4%
1993 Miami F,L vs Sampras,0.79,0.54,36.9,2.2,12.0%,52.0%,4.3%,56.5%,36.4%,25.8%
1992 Canada SF,L vs Agassi,1.12,0.80,47.1,9.8,11.1%,46.7%,2.3%,48.8%,33.3%,41.4%
1996 (1 matches),,0.83,0.45,23.6,2.0,8.7%,63.0%,2.4%,47.6%,26.3%,21.2%
1995 (3 matches),,0.99,0.90,45.1,2.3,10.3%,68.4%,8.2%,60.7%,29.6%,35.2%
1993 (2 matches),,0.82,0.49,33.8,2.1,8.9%,48.2%,6.0%,52.0%,29.8%,30.2%
1992 (1 matches),,1.12,0.80,47.1,9.8,11.1%,46.7%,2.3%,48.8%,33.3%,41.4%
Career (7 matches),,0.95,0.69,39.6,2.5,9.9%,60.1%,5.8%,54.9%,29.6%,32.7%
