Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,236,142,94,60.2%,342-242,58.6%,2990-2596,53.5%,35-45,43.8%,200,79.7%,27.1%,6.8%,3.9%,58.6%,72.0%,51.4%,63.5%,39.8%,51.5%,1.09
Clay,76,43,33,56.6%,104-87,54.5%,951-892,51.6%,18-12,60.0%,69,77.5%,25.6%,6.1%,4.5%,58.1%,70.3%,50.2%,61.9%,39.3%,50.6%,1.03
Grass,47,26,21,55.3%,72-62,53.7%,701-647,52.0%,10-15,40.0%,39,84.2%,20.4%,7.9%,4.5%,61.2%,74.4%,52.8%,66.0%,35.3%,50.6%,1.04
Carpet,77,40,37,51.9%,97-86,53.0%,930-869,51.7%,15-16,48.4%,66,81.3%,24.7%,7.4%,2.8%,60.1%,72.0%,53.4%,64.6%,38.9%,51.5%,1.10
Grand Slams,72,41,31,56.9%,146-119,55.1%,1359-1213,52.8%,14-22,38.9%,58,79.2%,26.5%,6.0%,3.8%,59.4%,73.0%,46.8%,62.4%,38.7%,50.7%,1.03
Masters,90,49,41,54.4%,108-95,53.2%,1000-966,50.9%,16-10,61.5%,88,78.8%,23.1%,7.2%,3.6%,58.7%,70.6%,53.1%,63.4%,38.7%,50.7%,1.06
Other Tours,269,158,111,58.7%,353-254,58.2%,3127-2738,53.3%,46-54,46.0%,228,81.0%,26.2%,7.2%,4.1%,59.0%,72.1%,53.4%,64.4%,39.3%,51.7%,1.10
Best of 5,77,43,34,55.8%,153-131,53.9%,1452-1318,52.4%,16-25,39.0%,59,79.3%,26.3%,6.1%,3.8%,59.3%,73.1%,46.8%,62.4%,38.5%,50.7%,1.03
Best of 3,359,208,151,57.9%,462-346,57.2%,4120-3686,52.8%,62-63,49.6%,315,80.4%,25.4%,7.2%,4.0%,59.0%,71.6%,53.4%,64.1%,39.2%,51.4%,1.09
Finals,13,4,9,30.8%,11-22,33.3%,151-171,46.9%,0-5,0.0%,13,75.8%,20.0%,7.1%,2.4%,59.2%,70.4%,47.0%,60.9%,35.4%,48.2%,0.91
Semi-finals,30,13,17,43.3%,31-40,43.7%,327-359,47.7%,3-7,30.0%,28,73.8%,23.1%,6.6%,4.2%,58.7%,67.8%,50.7%,60.7%,37.4%,49.1%,0.95
Quarter-finals,46,30,16,65.2%,64-41,61.0%,566-494,53.4%,11-10,52.4%,40,84.2%,22.4%,7.9%,3.5%,61.0%,73.4%,55.0%,66.2%,37.7%,51.7%,1.12
vs Righties,364,205,159,56.3%,511-408,55.6%,4638-4220,52.4%,63-68,48.1%,309,79.5%,25.4%,6.7%,3.9%,58.9%,71.7%,51.6%,63.4%,38.9%,51.1%,1.06
vs Lefties,71,45,26,63.4%,102-69,59.6%,922-777,54.3%,15-20,42.9%,64,83.1%,26.1%,7.8%,4.0%,59.8%,73.7%,52.2%,65.0%,39.4%,52.1%,1.13
vs Top 10,54,12,42,22.2%,42-98,30.0%,594-741,44.5%,4-11,26.7%,48,72.6%,16.2%,6.5%,3.7%,58.3%,69.0%,48.2%,60.3%,33.4%,47.1%,0.84
