Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,24,16,8,66.7%,9,2,7,22.2%,1991,1998,QF,21,1.09,5.3%,3.2%,61.1%,72.8%,45.9%,62.3%,41.1%,62.6%,43.5%
Roland Garros,7,Clay,12,5,7,41.7%,8,5,3,62.5%,1990,1996,R16,10,0.96,4.6%,4.2%,58.6%,68.8%,44.5%,58.8%,39.4%,57.0%,44.5%
Wimbledon,7,Grass,16,9,7,56.3%,12,5,7,41.7%,1990,1996,F,12,0.98,8.8%,4.5%,61.2%,76.4%,48.8%,65.7%,33.6%,61.7%,42.0%
US Open,9,Hard,20,11,9,55.0%,7,2,5,28.6%,1989,1998,R16,15,1.04,5.7%,3.7%,56.1%,73.3%,47.9%,62.2%,39.4%,60.8%,52.6%
Olympics,1,,4,3,1,75.0%,3,1,2,33.3%,1996,1996,QF,0,,,,,,,,,,
Davis Cup,3,,5,3,2,60.0%,4,2,2,50.0%,1993,1997,,0,,,,,,,,,,
Memphis,8,Hard,19,12,7,63.2%,9,5,4,55.6%,1990,1998,W,15,1.15,9.6%,4.2%,59.4%,73.7%,53.9%,65.7%,39.4%,62.0%,44.7%
Washington,8,Hard,18,10,8,55.6%,7,2,5,28.6%,1988,1995,SF,14,1.14,10.0%,4.0%,58.2%,75.0%,52.7%,65.7%,39.2%,58.2%,45.3%
Canada Masters,7,Hard,17,10,7,58.8%,5,4,1,80.0%,1990,1998,SF,16,1.08,5.8%,3.6%,58.3%,70.2%,54.4%,63.6%,39.4%,62.4%,43.6%
Miami Masters,7,Hard,17,10,7,58.8%,7,5,2,71.4%,1991,1998,F,17,1.07,6.8%,3.2%,59.5%,69.4%,53.1%,62.8%,39.9%,60.0%,29.3%
Cincinnati Masters,7,Hard,13,6,7,46.2%,4,1,3,25.0%,1991,1999,R16,12,1.05,8.5%,4.2%,62.2%,72.7%,51.1%,64.6%,37.1%,54.4%,49.2%
New Haven,6,Hard,18,12,6,66.7%,3,1,2,33.3%,1990,1998,F,15,1.12,8.0%,3.5%,60.6%,72.1%,49.9%,63.4%,41.2%,60.3%,42.5%
