Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W100 Surbiton Q1,W vs Allen,70% (7/10),45% (5/11),2/5,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 W80 Gifu R16,L vs Ozaki,40% (2/5),60% (3/5),0/0,0/0,50% (6/12),1/3,0/1,- (0/0),- (0/0)
2019 W80 Gifu R32,W vs Muramatsu,78% (7/9),56% (5/9),2/2,1/1,83% (5/6),0/0,0/0,- (0/0),- (0/0)
2019 Anning R32,W vs Duan,64% (7/11),83% (5/6),2/2,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2019 Bogota Q1,L vs Errani,36% (4/11),69% (9/13),1/3,0/0,44% (8/18),2/4,1/2,- (0/0),- (0/0)
2019 Monterrey Q2,L vs Arn,50% (4/8),50% (1/2),0/0,0/0,33% (2/6),1/3,1/2,- (0/0),- (0/0)
2019 Monterrey Q1,W vs Khazaniuk,70% (7/10),71% (5/7),2/3,1/1,67% (4/6),0/0,0/0,- (0/0),- (0/0)
2019 Indian Wells Q1,L vs Cirstea,57% (4/7),60% (3/5),0/0,0/0,40% (4/10),0/2,0/1,- (0/0),- (0/0)
2019 Acapulco Q1,L vs Rodriguez,50% (10/20),19% (3/16),1/1,0/0,56% (5/9),1/3,1/2,- (0/0),- (0/0)
2019 W100 Midland MI R32,L vs Anderson,31% (4/13),67% (2/3),0/0,0/0,38% (3/8),1/3,1/2,- (0/0),- (0/0)
2019 Newport Beach R64,L vs Day,33% (1/3),50% (1/2),0/0,0/0,63% (10/16),3/5,2/3,- (0/0),- (0/0)
2019 Australian Open Q3,L vs Swiatek,57% (4/7),0% (0/2),0/0,0/0,43% (3/7),2/4,2/3,- (0/0),- (0/0)
2019 Australian Open Q2,W vs Dolehide,60% (9/15),83% (5/6),2/2,1/1,75% (6/8),1/2,0/0,- (0/0),- (0/0)
2018 Tokyo Q2,L vs Doi,47% (7/15),19% (3/16),0/0,0/0,17% (1/6),0/2,0/1,- (0/0),- (0/0)
2018 Tokyo Q1,W vs Fett,67% (8/12),44% (4/9),2/5,1/4,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2018 Hiroshima Q2,L vs Jang,86% (6/7),33% (2/6),0/0,0/0,50% (4/8),1/3,0/1,- (0/0),- (0/0)
2018 Hiroshima Q1,W vs Namigata,54% (7/13),50% (5/10),2/2,1/1,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2018 US Open R128,L vs Strycova,67% (6/9),13% (1/8),0/0,0/0,20% (1/5),1/3,0/1,- (0/0),- (0/0)
2018 US Open Q3,W vs Fett,63% (10/16),50% (2/4),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2018 US Open Q2,W vs Perrin,60% (9/15),67% (4/6),2/3,1/2,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2019 (13 matches),,54.3%,54.0%,66.7%,100.0%,52.3%,41.4%,50.0%,-,-
2018 (23 matches),,59.9%,41.9%,64.1%,60.0%,49.0%,47.7%,15.4%,57.7%,46.2%
2017 (36 matches),,59.6%,43.2%,40.0%,44.4%,53.1%,44.6%,30.4%,54.7%,37.7%
2016 (29 matches),,51.9%,50.8%,59.6%,72.2%,50.9%,50.0%,50.0%,65.0%,38.9%
2015 (18 matches),,58.6%,43.4%,79.2%,75.0%,52.2%,29.6%,25.0%,90.0%,55.6%
Career (128 matches),,56.7%,46.3%,54.5%,60.0%,51.9%,44.6%,36.9%,60.5%,42.2%
