Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Hard,6,4,2,66.7%,2,1,1,50.0%,2019,2020,Q3,6,1.09,1.6%,4.0%,67.3%,64.7%,47.6%,59.1%,44.6%,66.7%,45.5%
Roland Garros,3,Clay,3,0,3,0.0%,1,0,1,0.0%,2018,2021,Q1,2,0.66,0.0%,3.2%,67.3%,55.2%,31.4%,47.4%,34.6%,52.2%,40.0%
Wimbledon,3,Grass,10,7,3,70.0%,2,2,0,100.0%,2019,2022,R128,10,1.09,1.0%,3.7%,72.0%,61.2%,56.9%,60.0%,43.7%,55.4%,56.5%
US Open,5,Hard,11,6,5,54.5%,3,2,1,66.7%,2017,2022,R128,8,1.03,1.2%,4.8%,60.1%,64.2%,53.4%,59.9%,41.4%,45.5%,41.5%
Tokyo,2,Hard,4,2,2,50.0%,0,0,0,-,2018,2022,Q2,4,1.11,1.6%,2.1%,72.0%,61.1%,67.6%,63.0%,41.2%,47.1%,33.3%
Nottingham,3,Grass,8,5,3,62.5%,4,3,1,75.0%,2018,2022,R32,8,1.02,0.8%,4.8%,70.4%,60.3%,40.0%,54.3%,46.7%,55.8%,51.9%
San Jose,3,Hard,6,3,3,50.0%,1,0,1,0.0%,2018,2021,R32,6,0.99,0.7%,8.2%,59.4%,64.0%,45.0%,56.3%,43.5%,53.1%,57.9%
Bogota,2,Clay,2,0,2,0.0%,0,0,0,-,2019,2021,Q1,2,0.88,1.4%,10.8%,50.0%,55.4%,29.7%,42.6%,50.8%,46.7%,62.5%
Indian Wells 125K,2,Hard,4,2,2,50.0%,0,0,0,-,2018,2020,R64,4,1.00,0.3%,4.0%,70.4%,55.2%,41.8%,51.2%,49.0%,60.3%,60.5%
Anning,2,Clay,3,1,2,33.3%,1,0,1,0.0%,2018,2019,R16,3,0.98,0.5%,10.5%,53.6%,63.4%,43.3%,54.1%,44.8%,50.0%,48.3%
