Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2023-11-06),1235,7,,,,,,,,,,,,
2022,262,238,210,1501,201,1478,,,129,1480,,,,
2021,266,262,154,1584,149,1555,239,1363,111,1536,,,,
2020,219,298,,,,,,,,,,,,
2019,196,308,158,1599,152,1561,225,1402,132,1500,,,,
2018,172,341,168,1564,165,1531,202,1373,148,1459,,,,
2017,227,249,176,1503,172,1472,,,,,481,96,,
2016,314,139,,,,,,,,,296,195,,
2015,272,163,,,,,,,,,279,215,,
2014,454,61,,,,,,,,,224,257,,
2013,600,48,,,,,,,,,788,32,,
