Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W100 Surbiton Q1,W vs Allen,88% (7/8),71% (5/7),0/0,0% (0/7),- (0/0),4/4,1/1,0/0,0/0,0/0
2019 W80 Gifu R16,L vs Ozaki,56% (5/9),60% (3/5),2/5,75% (6/8),0% (0/6),0/3,0/0,0/1,0/0,0/0
2019 W80 Gifu R32,W vs Muramatsu,75% (6/8),83% (5/6),1/1,38% (3/8),67% (2/3),3/4,1/1,0/0,1/1,0/0
2019 Anning R32,W vs Duan,71% (5/7),100% (5/5),1/1,13% (1/8),0% (0/1),4/5,2/2,0/0,1/1,0/0
2019 Bogota Q1,L vs Errani,64% (9/14),100% (9/9),4/8,71% (10/14),0% (0/10),2/8,0/0,1/3,0/0,0/1
2019 Monterrey Q2,L vs Arn,22% (2/9),50% (1/2),0/3,63% (5/8),20% (1/5),0/1,0/0,0/1,0/0,0/0
2019 Monterrey Q1,W vs Khazaniuk,67% (6/9),83% (5/6),2/2,44% (4/9),50% (2/4),3/5,2/2,0/0,1/1,0/0
2019 Indian Wells Q1,L vs Cirstea,33% (3/9),100% (3/3),2/4,80% (8/10),25% (2/8),1/3,0/0,0/2,0/0,0/1
2019 Acapulco Q1,L vs Rodriguez,40% (6/15),50% (3/6),1/4,43% (6/14),33% (2/6),2/3,1/1,1/1,0/0,1/1
2019 W100 Midland MI R32,L vs Anderson,20% (2/10),100% (2/2),1/4,56% (5/9),0% (0/5),1/2,0/0,1/2,0/0,0/0
2019 Newport Beach R64,L vs Day,29% (2/7),50% (1/2),1/4,100% (7/7),14% (1/7),1/1,0/0,0/2,0/0,0/1
2019 Australian Open Q3,L vs Swiatek,13% (1/8),0% (0/1),0/3,50% (4/8),0% (0/4),0/0,0/0,0/1,0/0,0/1
2019 Australian Open Q2,W vs Dolehide,45% (5/11),100% (5/5),0/2,27% (3/11),33% (1/3),4/4,1/1,1/1,1/1,0/0
2018 Tokyo Q2,L vs Doi,50% (6/12),50% (3/6),2/3,42% (5/12),0% (0/5),3/3,0/0,2/4,0/0,1/2
2018 Tokyo Q1,W vs Fett,56% (5/9),80% (4/5),0/0,13% (1/8),100% (1/1),2/2,0/0,0/0,0/0,0/0
2018 Hiroshima Q2,L vs Jang,36% (4/11),50% (2/4),1/3,50% (5/10),20% (1/5),0/2,0/0,2/3,0/0,1/1
2018 Hiroshima Q1,W vs Namigata,67% (6/9),83% (5/6),0/1,38% (3/8),67% (2/3),4/4,1/1,0/0,0/0,0/0
2018 US Open R128,L vs Strycova,33% (3/9),33% (1/3),0/2,40% (4/10),0% (0/4),1/1,0/0,0/2,0/0,0/1
2018 US Open Q3,W vs Fett,20% (2/10),100% (2/2),0/0,0% (0/10),- (0/0),2/2,2/2,0/0,1/1,0/0
2018 US Open Q2,W vs Perrin,55% (6/11),67% (4/6),1/2,18% (2/11),0% (0/2),1/2,0/0,0/0,0/0,0/0
2019 (13 matches),,47.6%,79.7%,36.6%,51.2%,17.7%,58.1%,100.0%,28.6%,100.0%,20.0%
2018 (23 matches),,49.3%,72.1%,38.2%,43.2%,17.9%,58.2%,73.3%,62.5%,100.0%,33.3%
2017 (36 matches),,53.2%,78.3%,43.6%,40.6%,22.4%,71.6%,77.4%,58.1%,90.0%,40.0%
2016 (29 matches),,48.5%,79.9%,33.9%,49.7%,18.1%,59.3%,70.4%,52.9%,77.8%,69.2%
2015 (18 matches),,48.0%,72.9%,35.7%,52.0%,27.5%,62.5%,70.6%,28.6%,87.5%,28.6%
Career (128 matches),,50.1%,77.2%,37.6%,46.7%,21.3%,63.4%,76.0%,49.2%,89.2%,41.9%
