Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
1994 Wimbledon F,L vs Martinez,92.1%,47.6%,12.4%,4/7,1.57,2.9%,93.8%,42.6%,16.9%,1.57,2.0%,91.3%,61.9%,0.0%,1.56,5.3%
1994 Wimbledon SF,W vs Fernandez,67.9%,56.1%,23.8%,6/14,1.92,33.8%,73.7%,52.4%,19.3%,1.76,31.9%,71.4%,66.7%,42.9%,2.31,38.9%
1994 Rome F,L vs Martinez,72.2%,55.8%,13.9%,3/7,1.96,4.3%,82.7%,53.5%,15.4%,1.87,4.7%,60.0%,66.7%,13.3%,2.10,3.7%
1994 Tokyo F,L vs Graf,67.2%,35.9%,13.8%,4/4,2.33,55.6%,68.8%,36.4%,8.3%,2.11,60.9%,75.0%,33.3%,50.0%,2.71,46.2%
1993 Zurich F,L vs Maleeva Fragniere,70.0%,46.0%,11.1%,6/4,2.15,8.2%,69.0%,47.5%,12.1%,1.95,9.4%,76.7%,43.5%,10.0%,2.52,5.9%
1993 Wimbledon SF,L vs Novotna,50.0%,51.7%,17.2%,4/6,1.60,77.0%,44.8%,30.8%,27.6%,1.57,88.4%,66.7%,68.8%,8.3%,1.67,50.0%
1992 Tour Championships F,L vs Seles,82.4%,44.3%,23.0%,7/10,1.84,0.0%,84.9%,37.8%,26.4%,1.86,0.0%,80.0%,62.5%,15.0%,1.79,0.0%
1992 Wimbledon SF,L vs Seles,78.2%,47.7%,18.2%,12/8,2.04,1.5%,81.0%,45.3%,17.7%,1.91,2.3%,84.6%,54.5%,23.1%,2.29,0.0%
1991 Virginia Slims Championships F,L vs Seles,71.4%,41.3%,29.5%,16/15,2.04,0.0%,81.8%,36.5%,28.6%,2.00,0.0%,54.5%,66.7%,40.9%,2.08,0.0%
1991 US Open F,L vs Seles,67.9%,34.2%,25.0%,5/9,1.72,0.0%,73.8%,29.0%,14.3%,1.79,0.0%,53.8%,57.1%,61.5%,1.67,0.0%
1991 US Open SF,W vs Graf,72.5%,54.0%,16.7%,7/13,1.89,62.1%,71.6%,50.9%,18.9%,1.86,77.1%,81.0%,58.8%,14.3%,1.97,22.2%
1990 Manhattan Beach F,L vs Seles,75.5%,61.3%,17.0%,13/5,1.67,3.3%,78.6%,56.4%,15.7%,1.39,6.9%,80.6%,72.0%,22.6%,1.96,0.0%
1990 Wimbledon F,W vs Garrison,77.1%,57.4%,10.0%,2/5,1.31,55.6%,71.7%,57.6%,6.5%,1.36,53.6%,95.5%,57.1%,18.2%,1.14,62.5%
1990 Wimbledon SF,W vs Sabatini,70.1%,59.3%,14.3%,5/6,2.01,5.7%,70.8%,61.8%,16.7%,1.80,0.0%,83.3%,55.0%,12.5%,2.40,16.7%
1990 Rome F,L vs Seles,76.9%,26.7%,15.4%,2/4,2.20,0.0%,81.8%,29.6%,15.2%,1.95,0.0%,60.0%,0.0%,20.0%,2.45,0.0%
1990 Hilton Head F,W vs Capriati,76.7%,50.0%,6.8%,2/3,1.77,0.0%,90.0%,44.4%,6.0%,1.56,0.0%,68.8%,72.7%,12.5%,1.91,0.0%
1990 Chicago F,W vs Maleeva Fragniere,75.5%,60.0%,13.2%,3/4,2.05,7.1%,74.3%,53.8%,5.7%,2.06,11.8%,77.8%,71.4%,27.8%,2.04,0.0%
1989 WTA Tour Championships F,L vs Graf,73.5%,51.0%,19.1%,9/17,1.85,48.9%,69.8%,40.0%,22.1%,1.72,74.1%,85.1%,67.5%,14.9%,2.04,11.1%
1989 US Open F,L vs Graf,72.7%,43.8%,9.1%,4/4,1.58,54.9%,79.3%,37.0%,10.3%,1.50,66.7%,69.2%,61.1%,7.7%,1.78,26.7%
1989 US Open SF,W vs Garrison,78.3%,59.3%,15.9%,4/7,1.96,78.0%,83.8%,54.8%,18.9%,2.00,73.5%,79.3%,65.2%,13.8%,1.88,87.5%
Career (71 matches),,77.9%,51.2%,14.9%,42.4%,1.89,28.1%,83.0%,48.2%,14.4%,1.77,35.9%,79.9%,59.8%,19.3%,2.07,16.2%
