Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
1994 Wimbledon F,L vs Martinez,17.8%,34.4%,38.6%,21.5%,41.5%,37.3%,34.6%,69.2%,66.7%,9.5%,19.0%,42.1%,26.7%,100.0%,100.0%,-27
1994 Wimbledon SF,W vs Fernandez,23.6%,43.8%,48.5%,28.8%,47.0%,51.1%,10.3%,43.2%,22.2%,9.5%,38.1%,42.1%,11.1%,8.3%,0.0%,-19
1994 Rome F,L vs Martinez,13.8%,28.7%,39.4%,22.8%,42.1%,43.2%,48.0%,65.6%,54.5%,0.0%,11.1%,33.3%,33.3%,91.7%,100.0%,-119
1994 Tokyo F,L vs Graf,34.5%,53.4%,38.9%,42.5%,65.0%,52.2%,11.8%,65.2%,50.0%,18.8%,31.3%,15.4%,25.0%,75.0%,100.0%,30
1993 Zurich F,L vs Maleeva Fragniere,25.0%,48.5%,46.9%,27.3%,56.8%,53.1%,36.8%,56.0%,33.3%,22.7%,36.4%,35.3%,0.0%,16.7%,0.0%,-3
1993 Wimbledon SF,L vs Novotna,17.9%,29.8%,42.6%,23.2%,39.3%,51.2%,16.0%,71.0%,83.3%,10.0%,15.0%,22.2%,10.0%,60.0%,66.7%,-14
1992 Tour Championships F,L vs Seles,16.1%,25.3%,35.3%,18.3%,30.0%,32.7%,41.4%,54.8%,28.6%,13.6%,18.2%,42.1%,11.1%,15.4%,0.0%,-51
1992 Wimbledon SF,L vs Seles,28.0%,42.0%,44.1%,37.1%,52.9%,47.7%,34.4%,68.4%,85.7%,7.7%,19.2%,37.5%,36.4%,46.7%,66.7%,-104
1991 Virginia Slims Championships F,L vs Seles,32.0%,37.6%,34.6%,46.5%,50.0%,32.6%,27.5%,43.5%,25.0%,0.0%,11.4%,37.1%,5.3%,31.3%,50.0%,-119
1991 US Open F,L vs Seles,30.2%,41.3%,31.8%,45.9%,54.1%,40.0%,37.5%,61.9%,66.7%,7.7%,23.1%,25.0%,25.0%,0.0%,0.0%,-104
1991 US Open SF,W vs Graf,31.2%,50.5%,47.8%,35.5%,56.6%,49.0%,20.0%,73.9%,85.7%,28.0%,48.0%,44.4%,16.7%,69.2%,-,62
1990 Manhattan Beach F,L vs Seles,25.2%,35.9%,35.5%,38.0%,52.0%,41.9%,25.0%,65.4%,66.7%,18.4%,28.9%,29.0%,7.7%,52.0%,50.0%,-43
1990 Wimbledon F,W vs Garrison,30.8%,48.1%,61.1%,26.3%,42.1%,64.3%,11.8%,85.7%,100.0%,42.9%,64.3%,50.0%,12.5%,100.0%,100.0%,-104
1990 Wimbledon SF,W vs Sabatini,34.5%,58.6%,48.6%,39.5%,65.8%,52.2%,5.9%,52.4%,0.0%,29.4%,52.9%,41.7%,0.0%,80.0%,100.0%,23
1990 Rome F,L vs Seles,22.5%,25.0%,22.2%,33.3%,38.1%,21.4%,27.3%,50.0%,50.0%,13.3%,13.3%,23.1%,12.5%,71.4%,-,2
1990 Hilton Head F,W vs Capriati,20.0%,36.9%,60.0%,33.3%,58.3%,62.5%,37.5%,40.0%,0.0%,4.5%,13.6%,57.1%,0.0%,25.0%,0.0%,-74
1990 Chicago F,W vs Maleeva Fragniere,34.9%,65.1%,64.3%,43.3%,76.7%,70.6%,18.2%,57.9%,-,15.4%,38.5%,54.5%,0.0%,50.0%,-,-104
1989 WTA Tour Championships F,L vs Graf,26.9%,38.5%,44.4%,32.5%,46.3%,40.7%,26.8%,74.4%,100.0%,20.0%,28.9%,50.0%,10.0%,84.0%,100.0%,-5
1989 US Open F,L vs Graf,27.7%,44.6%,49.0%,32.1%,50.9%,52.8%,12.5%,72.4%,60.0%,28.6%,47.6%,40.0%,8.3%,88.9%,66.7%,128
1989 US Open SF,W vs Garrison,19.2%,39.7%,56.0%,22.7%,52.3%,64.7%,15.8%,52.0%,50.0%,20.0%,30.0%,37.5%,0.0%,36.4%,-,52
Career (71 matches),,24.9%,40.0%,46.3%,32.6%,50.6%,49.7%,32.2%,58.2%,53.9%,14.6%,27.0%,41.0%,21.6%,63.7%,71.3%,3
