Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
1994 Wimbledon F,L vs Martinez,50% (7/14),43% (6/14),1/1,0/0,50% (7/14),1/3,0/1,- (0/0),- (0/0)
1994 Tokyo Pan Pacific F,L vs Graf,60% (6/10),0% (0/3),0/0,0/0,40% (2/5),0/2,0/1,- (0/0),- (0/0)
1993 Zurich F,L vs Maleeva Fragniere,62% (8/13),14% (1/7),0/0,0/0,50% (2/4),0/2,0/1,25% (1/4),0% (0/4)
1992 Virginia Slims Championships F,L vs Seles,60% (6/10),100% (3/3),0/0,0/0,50% (8/16),1/4,0/1,- (0/0),- (0/0)
1991 Virginia Slims Championships F,L vs Seles,63% (12/19),50% (3/6),1/1,0/0,53% (8/15),2/5,0/1,- (0/0),- (0/0)
1991 US Open F,L vs Seles,70% (7/10),0% (0/3),0/0,0/0,57% (4/7),1/3,0/1,0% (0/4),25% (1/4)
1990 Wimbledon F,W vs Garrison,67% (8/12),36% (4/11),2/2,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
1990 Wimbledon SF,W vs Sabatini,67% (8/12),40% (4/10),2/2,1/1,33% (1/3),0/0,0/0,- (0/0),- (0/0)
1990 Rome F,L vs Seles,100% (2/2),- (0/0),0/0,0/0,17% (1/6),0/2,0/1,- (0/0),- (0/0)
1990 Chicago F,W vs Maleeva Fragniere,73% (8/11),50% (4/8),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
1989 Virginia Slims Championships F,L vs Graf,52% (13/25),27% (4/15),1/1,0/0,50% (6/12),3/6,2/3,- (0/0),- (0/0)
1989 US Open SF,W vs Garrison,62% (8/13),80% (4/5),2/2,1/1,50% (2/4),0/0,0/0,50% (3/6),80% (4/5)
1989 Australian Open QF,L vs Sukova,69% (11/16),40% (4/10),1/1,0/0,63% (10/16),0/2,0/1,- (0/0),- (0/0)
1988 Wimbledon F,L vs Graf,60% (6/10),100% (4/4),1/1,0/0,58% (11/19),0/2,0/1,- (0/0),- (0/0)
1988 Houston F,L vs Evert,50% (3/6),14% (1/7),0/0,0/0,44% (4/9),1/3,1/2,- (0/0),- (0/0)
1987 US Open F,W vs Graf,50% (9/18),75% (3/4),2/4,1/3,75% (3/4),0/0,0/0,83% (5/6),40% (2/5)
1987 Wimbledon SF,W vs Evert,68% (13/19),36% (4/11),2/2,1/1,50% (2/4),0/1,0/0,- (0/0),- (0/0)
1987 Roland Garros F,L vs Graf,73% (11/15),42% (5/12),1/1,0/0,50% (6/12),0/2,0/1,- (0/0),- (0/0)
1987 Roland Garros SF,W vs Evert,56% (5/9),58% (7/12),2/6,1/3,25% (1/4),0/0,0/0,- (0/0),- (0/0)
1987 Australian Open F,L vs Mandlikova,43% (6/14),56% (5/9),0/0,0/0,50% (6/12),0/2,0/1,25% (1/4),0% (0/4)
1994 (2 matches),,54.2%,35.3%,100.0%,-,47.4%,20.0%,0.0%,-,-
1993 (1 matches),,61.5%,14.3%,-,-,50.0%,0.0%,0.0%,25.0%,0.0%
1992 (1 matches),,60.0%,100.0%,-,-,50.0%,25.0%,0.0%,-,-
1991 (2 matches),,65.5%,33.3%,100.0%,-,54.5%,37.5%,0.0%,0.0%,25.0%
1990 (4 matches),,70.3%,41.4%,100.0%,100.0%,36.4%,0.0%,0.0%,-,-
Career (50 matches),,60.4%,45.5%,54.5%,45.5%,53.8%,40.9%,41.2%,57.7%,45.1%
