Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
1994 Wimbledon F,L vs Martinez,0.98,0.85,69.8,2.7,2.1%,41.7%,0.0%,54.8%,50.0%,39.5%
1994 Tokyo Pan Pacific F,L vs Graf,0.96,0.60,47.5,2.5,16.7%,50.0%,7.1%,67.9%,26.7%,25.0%
1993 Zurich F,L vs Maleeva Fragniere,0.96,0.80,56.0,2.0,2.9%,51.4%,0.0%,66.7%,30.4%,38.6%
1992 Virginia Slims Championships F,L vs Seles,1.01,0.70,39.3,2.8,4.4%,46.7%,2.4%,47.6%,42.1%,30.6%
1991 Virginia Slims Championships F,L vs Seles,1.02,0.75,44.0,2.3,6.3%,56.3%,9.8%,52.5%,29.8%,37.5%
1991 US Open F,L vs Seles,1.10,0.58,53.1,2.2,2.9%,52.9%,6.9%,51.7%,24.1%,25.9%
1990 Wimbledon F,W vs Garrison,0.99,1.73,46.2,2.4,3.7%,70.4%,0.0%,76.0%,54.1%,39.4%
1990 Wimbledon SF,W vs Sabatini,1.07,1.49,51.1,2.0,3.3%,70.0%,7.1%,60.7%,41.0%,55.3%
1990 Rome F,L vs Seles,1.12,0.41,37.1,2.0,0.0%,31.8%,11.1%,44.4%,23.8%,22.2%
1990 Chicago F,W vs Maleeva Fragniere,1.22,2.38,37.6,2.2,8.3%,79.2%,5.3%,73.7%,50.0%,40.0%
1989 Virginia Slims Championships F,L vs Graf,0.88,0.82,40.4,2.1,7.5%,62.7%,3.2%,54.0%,42.9%,34.8%
1989 US Open SF,W vs Garrison,1.06,1.32,58.1,2.4,0.0%,57.9%,0.0%,62.9%,44.4%,54.5%
1989 Australian Open QF,L vs Sukova,0.90,0.91,108.2,1000.0,0.0%,56.9%,3.7%,59.3%,38.6%,47.2%
1988 Wimbledon F,L vs Graf,1.09,0.84,59.3,8.2,0.0%,41.5%,2.1%,54.2%,46.2%,34.3%
1988 Houston F,L vs Evert,1.08,0.71,57.2,2.0,0.0%,33.3%,0.0%,53.8%,26.7%,48.3%
1987 US Open F,W vs Graf,1.05,1.34,55.4,2.8,0.0%,69.2%,2.6%,63.2%,40.0%,46.4%
1987 Wimbledon SF,W vs Evert,0.96,1.22,68.4,2.4,4.2%,66.7%,4.7%,67.4%,51.9%,31.4%
1987 Roland Garros F,L vs Graf,0.93,0.90,92.3,9.0,3.9%,58.8%,0.0%,56.5%,40.7%,41.2%
1987 Roland Garros SF,W vs Evert,1.14,1.68,31.1,2.0,0.0%,85.2%,4.0%,24.0%,64.5%,66.7%
1987 Australian Open F,L vs Mandlikova,0.97,0.81,60.6,3.0,2.3%,52.3%,2.6%,46.2%,46.2%,38.9%
1994 (2 matches),,0.97,0.76,61.0,2.6,7.7%,44.9%,2.9%,60.0%,40.8%,33.8%
1993 (1 matches),,0.96,0.80,56.0,2.0,2.9%,51.4%,0.0%,66.7%,30.4%,38.6%
1992 (1 matches),,1.01,0.70,39.3,2.8,4.4%,46.7%,2.4%,47.6%,42.1%,30.6%
1991 (2 matches),,1.05,0.69,47.1,2.2,5.1%,55.1%,8.9%,52.2%,27.9%,33.3%
1990 (4 matches),,1.09,1.32,44.2,2.1,3.9%,64.1%,5.6%,64.4%,44.0%,42.1%
Career (50 matches),,1.02,1.08,59.4,2.8,3.2%,58.9%,3.7%,58.3%,44.4%,43.6%
