Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,0,,,,,,,,,,,,
2024,7,3,4,42.9%,9-13,40.9%,110-118,48.2%,2-4,33.3%,7,80.2%,17.1%,4.6%,3.5%,62.8%,67.3%,55.1%,62.8%,33.3%,48.6%,0.90,
2023,7,3,4,42.9%,8-9,47.1%,84-89,48.6%,1-1,50.0%,6,76.3%,22.7%,2.4%,2.6%,67.5%,65.2%,51.9%,60.8%,37.3%,49.5%,0.95,R16 (2x)
2022,4,1,3,25.0%,3-7,30.0%,40-55,42.1%,1-0,100.0%,4,63.8%,19.1%,2.7%,2.4%,70.4%,59.6%,48.5%,56.3%,36.3%,46.5%,0.83,R16 (Hamburg)
2021,12,6,6,50.0%,14-17,45.2%,136-146,48.2%,0-2,0.0%,12,68.6%,28.6%,3.9%,3.6%,59.4%,65.4%,46.3%,57.6%,40.3%,49.0%,0.95,QF (2x)
2020,7,1,6,14.3%,4-14,22.2%,80-104,43.5%,1-3,25.0%,7,73.3%,13.3%,4.7%,4.2%,55.0%,66.7%,50.4%,59.3%,32.3%,46.4%,0.79,R16 (Buenos Aires)
2019,10,1,9,10.0%,3-22,12.0%,97-149,39.4%,1-4,20.0%,10,67.2%,12.6%,4.2%,5.1%,60.1%,66.7%,45.5%,58.3%,30.2%,44.7%,0.72,R16 (Kitzbuhel)
2018,13,7,6,53.8%,17-15,53.1%,161-151,51.6%,2-4,33.3%,13,80.3%,24.0%,4.8%,2.6%,61.1%,72.2%,49.4%,63.4%,38.2%,50.7%,1.04,SF (2x)
2017,8,2,6,25.0%,5-16,23.8%,93-123,43.1%,2-3,40.0%,8,72.4%,14.2%,4.9%,1.8%,62.1%,64.3%,52.6%,59.8%,33.0%,46.9%,0.82,QF (Chennai)
2016,13,4,9,30.8%,13-22,37.1%,172-185,48.2%,2-8,20.0%,13,75.7%,21.7%,3.8%,3.6%,60.9%,66.3%,52.3%,60.9%,37.0%,48.8%,0.94,QF (Munich)
Career,82,28,54,34.1%,76-137,35.7%,977-1132,46.3%,12-29,29.3%,80,73.8%,19.9%,4.1%,3.3%,61.4%,66.6%,50.2%,60.2%,35.7%,48.2%,0.90,
