Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W25 Karuizawa R32,W vs You,1.24,1.22,54.2,4.3,-,52.0%,-,61.7%,43.5%,42.2%
2019 W25 Osprey FL R32,W vs Rodriguez,1.20,1.20,75.1,3.6,0.0%,36.4%,0.0%,51.2%,54.9%,58.1%
2019 W25 Hong Kong R16,L vs Kobori,1.01,0.78,54.5,4.3,0.0%,51.2%,0.0%,41.7%,47.6%,34.2%
2019 W25 Hong Kong R32,W vs Bhosale,1.11,1.38,43.6,2.0,0.0%,48.3%,0.0%,59.3%,65.7%,50.0%
2019 W25 Hong Kong R32,L vs Zhang,0.93,0.77,46.5,4.9,-,50.0%,-,48.7%,46.8%,36.4%
2017 Stellenbosch $15K QF,L vs Simmonds,1.06,0.74,50.6,2.6,0.0%,50.0%,0.0%,34.5%,48.1%,30.4%
2017 Stellenbosch $15K R16,W vs Steur,1.09,1.66,49.5,2.0,0.0%,56.0%,0.0%,60.0%,57.1%,72.2%
2017 Stellenbosch $15K R32,W vs Januskova,1.11,1.70,42.0,2.1,0.0%,56.5%,0.0%,72.7%,48.4%,60.7%
2017 Antalya $15K R32,W vs Chikalkina,0.95,1.09,90.0,32.9,1.8%,56.4%,0.0%,51.9%,55.7%,49.2%
2017 Heraklion $15K R32,W vs Miletic,1.76,5.18,21.0,2.0,0.0%,70.0%,0.0%,82.4%,77.8%,64.7%
2017 Badenweiler $15K R16,L vs Gerlach,0.92,0.90,75.0,2.5,1.9%,51.9%,0.0%,49.1%,50.9%,44.9%
2017 Badenweiler $15K R32,W vs Zdrubecka,1.21,1.63,32.3,2.1,0.0%,62.5%,0.0%,40.9%,54.8%,75.0%
2017 Middelkerke $15K R16,L vs Meers,0.94,0.75,60.2,2.9,0.0%,53.3%,0.0%,41.4%,43.8%,40.0%
2015 Bad Waltersdorf $10K QF,L vs Sumova,0.92,0.68,49.9,2.5,0.0%,56.3%,0.0%,41.9%,38.5%,36.0%
2015 Bad Waltersdorf $10K R16,W vs Neuwirth,1.34,1.26,60.2,2.7,0.0%,46.2%,2.6%,55.3%,53.7%,38.5%
2015 Bol $10K R16,W vs Pantuckova,1.10,1.34,56.6,3.4,0.0%,52.8%,0.0%,52.9%,56.3%,58.6%
2014 Viserba 10K R32,L vs Chinellato,0.88,0.71,48.3,2.1,0.0%,54.5%,0.0%,40.6%,48.3%,34.6%
2014 Todi 10K R32,W vs Moratelli,1.09,1.48,49.1,2.3,0.0%,55.6%,8.7%,69.6%,52.9%,50.0%
2014 Madrid 10K R16,L vs Kocher,0.87,0.66,55.4,2.4,0.0%,34.6%,0.0%,26.1%,44.1%,60.6%
2013 Heraklion 10K F,W vs Zovincova,1.02,1.63,40.4,2.1,0.0%,64.0%,0.0%,58.3%,65.4%,58.3%
2019 (5 matches),,1.10,1.05,55.6,3.5,0.0%,47.6%,0.0%,52.6%,51.1%,44.1%
2017 (8 matches),,1.06,1.22,60.5,2.6,0.8%,55.9%,0.0%,51.8%,53.3%,52.4%
2015 (3 matches),,1.15,1.11,56.1,2.8,0.0%,51.4%,1.0%,50.5%,50.5%,44.1%
2014 (3 matches),,0.94,0.87,50.9,2.3,0.0%,48.8%,2.6%,44.9%,48.5%,49.5%
2013 (9 matches),,1.05,1.20,57.6,2.8,1.2%,54.0%,0.6%,57.1%,53.1%,48.1%
Career (30 matches),,1.06,1.15,56.5,2.7,0.6%,52.8%,0.5%,53.3%,52.6%,48.8%
