Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,2,0,2,0.0%,0-4,0.0%,8-24,25.0%,0-0,-,2,37.5%,12.5%,3.0%,9.9%,58.4%,49.2%,38.1%,44.6%,31.3%,38.1%,0.56,R32 (2x)
2025,23,11,12,47.8%,26-27,49.1%,235-248,48.7%,1-1,50.0%,23,63.0%,35.1%,4.6%,7.5%,60.5%,63.8%,44.1%,56.0%,43.9%,49.9%,1.00,SF (W15 Nogent-sur-Marne)
2024,53,16,37,30.2%,46-82,35.9%,524-657,44.4%,5-7,41.7%,0,,,,,,,,,,,,SF (W35 Verbier)
2023,71,36,35,50.7%,80-76,51.3%,703-724,49.3%,10-7,58.8%,0,,,,,,,,,,,,W (W25 Verbier)
2022,60,27,33,45.0%,60-75,44.4%,617-666,48.1%,7-6,53.8%,0,,,,,,,,,,,,F (W25 Navi Mumbai)
2021,52,20,32,38.5%,47-67,41.2%,499-565,46.9%,7-7,50.0%,0,,,,,,,,,,,,F (W25 Pune)
2020,8,3,5,37.5%,7-13,35.0%,92-102,47.4%,0-3,0.0%,3,60.0%,19.4%,2.5%,4.6%,56.9%,63.4%,42.4%,54.3%,37.2%,45.5%,0.81,QF (W25 Macon)
2019,59,31,28,52.5%,74-71,51.0%,672-664,50.3%,9-8,52.9%,0,,,,,,,,,,,,F (2x)
2018,53,29,24,54.7%,67-56,54.5%,590-547,51.9%,5-4,55.6%,0,,,,,,,,,,,,W (Wirral $25K)
2017,62,34,28,54.8%,77-65,54.2%,683-635,51.8%,7-10,41.2%,0,,,,,,,,,,,,F (2x)
2016,54,33,21,61.1%,70-52,57.4%,613-537,53.3%,8-6,57.1%,0,,,,,,,,,,,,W (2x)
2015,21,7,14,33.3%,20-30,40.0%,218-249,46.7%,3-2,60.0%,0,,,,,,,,,,,,SF (Woking $25K)
2014,39,18,21,46.2%,45-48,48.4%,432-428,50.2%,3-8,27.3%,0,,,,,,,,,,,,W (Victoria 25K)
2013,61,36,25,59.0%,77-61,55.8%,639-586,52.2%,5-3,62.5%,0,,,,,,,,,,,,W (Wrexham 25K)
2012,68,39,29,57.4%,86-68,55.8%,761-697,52.2%,11-9,55.0%,0,,,,,,,,,,,,F (2x)
2011,54,30,24,55.6%,71-60,54.2%,627-586,51.7%,7-6,53.8%,0,,,,,,,,,,,,W (Athens Petroupoli 10K)
2010,46,25,21,54.3%,57-51,52.8%,517-459,53.0%,2-6,25.0%,0,,,,,,,,,,,,F (Monastir 10K)
2009,36,22,14,61.1%,47-36,56.6%,410-324,55.9%,2-6,25.0%,0,,,,,,,,,,,,W (Tallinn 10K)
2008,11,6,5,54.5%,13-11,54.2%,111-116,48.9%,4-0,100.0%,0,,,,,,,,,,,,SF (Volos 10K)
Career,833,423,410,50.8%,970-953,50.4%,8951-8814,50.4%,96-99,49.2%,28,61.3%,32.0%,4.3%,7.3%,60.0%,62.9%,43.5%,55.2%,42.5%,48.8%,0.95,
