Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W25 Biella R32,L vs Sherif,80% (4/5),25% (1/4),0/0,0/0,43% (3/7),0/2,0/1,- (0/0),- (0/0)
2019 W25 Tarvisio R32,W vs Muramatsu,50% (9/18),80% (8/10),2/4,1/2,36% (4/11),3/4,0/0,- (0/0),- (0/0)
2019 W60 Brescia QF,W vs Haas,86% (6/7),70% (7/10),2/2,1/1,54% (7/13),0/0,0/0,75% (3/4),80% (4/5)
2019 W60 Brescia R16,W vs Di Lorenzo,55% (6/11),55% (6/11),2/2,1/1,25% (1/4),0/0,0/0,- (0/0),- (0/0)
2019 W25 Grado R32,W vs Danilina,57% (8/14),50% (5/10),2/3,1/2,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2019 W25 Santa Margherita Di Pula QF,L vs Ce,28% (5/18),40% (4/10),0/0,0/0,63% (10/16),4/6,2/3,- (0/0),- (0/0)
2019 W25 Santa Margherita Di Pula R16,W vs Matviyenko,67% (8/12),44% (4/9),2/2,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2019 W25 Santa Margherita Di Pula R32,W vs El Sayed,88% (7/8),83% (5/6),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 W25 Santa Margherita Di Pula R16,L vs Benoit,43% (3/7),63% (5/8),0/0,0/0,42% (5/12),1/3,1/2,- (0/0),- (0/0)
2019 W25 Santa Margherita Di Pula R32,W vs Potocnik,58% (7/12),50% (5/10),2/3,1/2,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2019 W25 Santa Margherita Di Pula R16,L vs Samsonova,67% (6/9),67% (4/6),0/0,0/0,58% (7/12),1/3,1/2,29% (2/7),57% (4/7)
2019 W25 Santa Margherita Di Pula R32,W vs Sabino,50% (5/10),53% (8/15),2/6,1/2,44% (7/16),0/1,0/0,80% (4/5),75% (3/4)
2019 W25 Santa Margherita Di Pula R32,L vs Jani,75% (3/4),25% (1/4),0/0,0/0,17% (1/6),1/3,1/2,- (0/0),- (0/0)
2019 W25 Kazan R32,L vs Gasanova,57% (4/7),57% (4/7),1/1,0/0,56% (10/18),1/3,1/2,- (0/0),- (0/0)
2019 W25 Moscow R32,L vs Rodionova,47% (8/17),54% (7/13),1/1,0/0,50% (8/16),1/3,0/1,25% (1/4),20% (1/5)
2018 Houston R32,L vs Galfi,80% (4/5),18% (2/11),0/0,0/0,0% (0/5),0/2,0/1,- (0/0),- (0/0)
2018 Moscow R32,L vs Vikhlyantseva,50% (3/6),50% (1/2),0/0,0/0,38% (3/8),2/4,1/2,- (0/0),- (0/0)
2018 Roland Garros R128,L vs Bencic,53% (9/17),44% (8/18),1/6,0/5,63% (12/19),3/5,3/4,20% (1/5),25% (1/4)
2018 Australian Open Q1,L vs Lottner,41% (11/27),44% (4/9),1/4,0/3,69% (9/13),1/3,0/1,33% (2/6),50% (3/6)
2017 Zawada Near Opole $25K F,W vs Piter,60% (12/20),50% (4/8),2/3,1/1,67% (4/6),1/2,0/0,- (0/0),- (0/0)
2019 (15 matches),,56.0%,55.6%,69.2%,66.7%,47.1%,42.9%,46.2%,50.0%,57.1%
2018 (4 matches),,49.1%,37.5%,20.0%,0.0%,53.3%,42.9%,50.0%,27.3%,40.0%
2017 (41 matches),,61.1%,48.4%,56.9%,56.5%,55.4%,44.3%,50.0%,54.8%,59.5%
2016 (36 matches),,56.7%,47.6%,55.9%,56.1%,54.0%,41.1%,31.6%,71.7%,59.1%
2015 (8 matches),,46.2%,39.7%,35.3%,50.0%,48.8%,26.3%,22.2%,58.6%,37.9%
Career (115 matches),,56.0%,47.5%,54.4%,52.5%,53.4%,41.1%,41.6%,58.1%,53.4%
