Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W25 Biella R32,L vs Sherif,1.04,0.64,48.2,2.1,-,32.0%,-,58.3%,36.7%,30.8%
2019 W25 Tarvisio R32,W vs Muramatsu,1.19,1.19,71.8,3.1,-,57.1%,-,42.3%,50.0%,50.0%
2019 W60 Brescia QF,W vs Haas,1.04,1.21,68.4,2.4,-,44.4%,-,61.0%,64.3%,45.9%
2019 W60 Brescia R16,W vs Di Lorenzo,1.11,1.56,47.0,2.2,-,62.1%,-,53.8%,48.0%,70.8%
2019 W25 Grado R32,W vs Danilina,1.14,1.47,53.5,2.2,-,63.3%,-,55.2%,56.3%,48.4%
2019 W25 Santa Margherita Di Pula QF,L vs Ce,0.93,0.86,67.5,3.3,4.2%,45.8%,0.0%,54.2%,40.0%,52.6%
2019 W25 Santa Margherita Di Pula R16,W vs Matviyenko,1.02,1.60,41.1,2.0,0.0%,65.5%,8.0%,68.0%,48.6%,55.6%
2019 W25 Santa Margherita Di Pula R32,W vs El Sayed,0.78,3.81,30.6,2.0,-,83.3%,-,87.5%,70.6%,73.3%
2019 W25 Santa Margherita Di Pula R16,L vs Benoit,0.91,0.79,56.5,2.7,0.0%,44.1%,3.2%,41.9%,48.4%,50.0%
2019 W25 Santa Margherita Di Pula R32,W vs Potocnik,0.99,1.61,44.6,2.5,3.4%,72.4%,0.0%,53.8%,57.7%,60.9%
2019 W25 Santa Margherita Di Pula R16,L vs Samsonova,0.87,0.82,64.7,2.3,0.0%,51.2%,0.0%,54.3%,27.9%,60.5%
2019 W25 Santa Margherita Di Pula R32,W vs Sabino,1.20,1.20,65.1,9.0,3.6%,49.1%,0.0%,45.1%,57.4%,47.7%
2019 W25 Santa Margherita Di Pula R32,L vs Jani,0.94,0.62,45.6,2.4,0.0%,43.5%,0.0%,42.9%,46.4%,28.6%
2019 W25 Kazan R32,L vs Gasanova,0.96,0.81,54.9,4.5,2.4%,46.3%,0.0%,45.9%,50.0%,40.5%
2019 W25 Moscow R32,L vs Rodionova,1.20,0.94,79.7,9.6,1.7%,43.3%,1.8%,50.9%,46.2%,36.2%
2018 Houston R32,L vs Galfi,0.83,0.67,52.8,3.0,0.0%,45.8%,5.0%,50.0%,50.0%,34.2%
2018 Moscow R32,L vs Vikhlyantseva,1.01,0.61,47.8,2.1,3.7%,51.9%,0.0%,38.5%,30.8%,36.4%
2018 Roland Garros R128,L vs Bencic,0.95,0.93,98.3,36.8,1.6%,54.7%,3.4%,45.8%,48.4%,48.3%
2018 Australian Open Q1,L vs Lottner,0.92,0.86,71.9,23.8,9.5%,55.6%,5.2%,56.9%,46.9%,34.8%
2017 Zawada Near Opole $25K F,W vs Piter,1.07,1.23,71.7,3.5,11.1%,60.0%,11.4%,68.2%,39.1%,43.9%
2019 (15 matches),,1.04,1.06,59.6,2.7,1.2%,51.9%,0.8%,52.4%,49.1%,48.9%
2018 (4 matches),,0.94,0.82,74.5,4.5,4.5%,53.4%,3.7%,49.1%,45.8%,39.6%
2017 (41 matches),,1.01,1.15,54.5,2.6,2.7%,58.1%,2.2%,58.1%,47.0%,48.2%
2016 (36 matches),,1.03,1.11,57.7,2.7,4.2%,58.3%,2.5%,56.4%,45.5%,46.6%
2015 (8 matches),,0.96,0.86,64.0,3.2,3.1%,56.9%,2.8%,51.1%,43.2%,39.1%
Career (115 matches),,1.01,1.07,57.7,2.7,2.9%,56.9%,2.1%,55.3%,46.4%,46.4%
