Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),534,96,,,,,,,,,434,172,,
2025,534,94,,,,,,,,,651,96
2024,403,146,,,,,,,,,769,61
2023,528,94,283,1389,,,266,1359,,,,
2022,432,105,,,,,,,,,,
2021,546,82,,,,,,,,,,
2020,417,112,,,,,,,,,689,61
2019,402,112,,,,,,,,,648,61
2018,258,207,234,1374,232,1343,199,1383,192,1333,480,88
2017,221,254,,,,,,,,,354,161
2016,469,69,,,,,,,,,326,168
2015,1018,9,,,,,,,,,454,96
2014,722,22,,,,,,,,,618,47
2013,962,13,,,,,,,,,1294,3
