Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
5,Laura Pigossi [BRA],2,3,40.0%,1,0,1,0.0%,2022,2025,4,0.99,1.8%,6.4%,64.1%,56.0%,44.4%,51.8%,47.9%,51.2%,51.3%
4,Whitney Osuigwe [USA],1,3,25.0%,1,0,1,0.0%,2021,2026,2,1.07,1.7%,5.0%,61.7%,65.8%,43.5%,57.2%,45.8%,61.9%,52.4%
4,Eva Vedder [NED],2,2,50.0%,2,0,2,0.0%,2021,2025,2,1.15,4.5%,7.1%,46.2%,72.2%,45.2%,57.7%,48.5%,64.7%,57.9%
3,Julieta Pareja [USA],1,2,33.3%,0,0,0,-,2024,2026,2,1.06,1.7%,5.8%,55.0%,66.7%,48.1%,58.3%,44.3%,58.3%,22.7%
3,Diane Parry [FRA],1,2,33.3%,1,0,1,0.0%,2023,2026,3,0.91,2.9%,6.9%,54.6%,61.1%,44.3%,53.4%,42.1%,55.6%,58.8%
3,Anna Bondar [HUN],1,2,33.3%,1,1,0,100.0%,2023,2026,3,0.90,0.9%,4.6%,58.7%,64.8%,47.8%,57.8%,38.0%,45.5%,46.7%
3,Katie Volynets [USA],0,3,0.0%,0,0,0,-,2021,2026,2,0.62,2.1%,10.5%,47.4%,55.6%,40.0%,47.4%,32.7%,18.2%,14.3%
3,Vivian Wolff [GER],3,0,100.0%,0,0,0,-,2025,2025,3,1.40,0.7%,4.4%,63.2%,64.0%,40.0%,55.1%,62.7%,62.5%,51.5%
3,Jessika Ponchet [FRA],1,2,33.3%,1,0,1,0.0%,2024,2025,3,0.95,1.0%,5.1%,66.7%,60.8%,36.9%,52.8%,45.0%,53.6%,66.7%
3,Maria Lourdes Carle [ARG],0,3,0.0%,1,0,1,0.0%,2020,2025,0,,,,,,,,,,
3,Katrina Scott [USA],2,1,66.7%,0,0,0,-,2024,2024,0,,,,,,,,,,
3,Emiliana Arango [COL],1,2,33.3%,0,0,0,-,2021,2024,1,0.91,1.0%,10.3%,56.7%,56.4%,42.9%,50.5%,45.2%,41.7%,41.7%
3,Sachia Vickery [USA],0,3,0.0%,1,0,1,0.0%,2022,2023,0,,,,,,,,,,
3,Hanna Chang [USA],2,1,66.7%,0,0,0,-,2019,2022,0,,,,,,,,,,
2,Lucciana Perez Alarcon [PER],1,1,50.0%,1,0,1,0.0%,2023,2025,2,1.16,1.4%,10.6%,48.2%,58.8%,47.9%,53.2%,54.3%,65.2%,52.2%
