Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,6,2,4,33.3%,1,0,1,0.0%,2023,2026,R128,6,0.99,2.2%,5.0%,56.0%,61.5%,39.6%,51.9%,47.6%,47.5%,62.0%
Roland Garros,2,Clay,5,3,2,60.0%,1,0,1,0.0%,2023,2024,R128,5,1.07,1.6%,3.5%,70.6%,58.4%,43.7%,54.1%,49.1%,54.4%,64.6%
Wimbledon,2,Grass,3,1,2,33.3%,1,0,1,0.0%,2023,2024,Q2,3,1.04,0.5%,3.4%,54.1%,67.0%,46.3%,57.5%,44.4%,42.9%,40.7%
US Open,5,Hard,10,5,5,50.0%,3,2,1,66.7%,2021,2025,R64,10,0.95,2.3%,4.5%,56.6%,61.2%,46.6%,54.9%,43.1%,52.3%,58.7%
Indian Wells,3,Hard,4,1,3,25.0%,1,1,0,100.0%,2022,2026,R64,4,0.79,5.4%,10.9%,54.1%,63.5%,37.8%,51.7%,38.0%,46.2%,50.0%
Austin,2,Hard,4,2,2,50.0%,0,0,0,-,2023,2026,R32,4,0.98,1.9%,6.6%,66.8%,63.0%,43.0%,56.4%,43.0%,38.5%,50.0%
Midland 125,3,Hard,4,1,3,25.0%,1,0,1,0.0%,2022,2026,R16,4,0.86,2.0%,3.2%,58.0%,53.8%,41.0%,48.4%,44.3%,48.8%,48.4%
Buenos Aires 125,2,Clay,4,2,2,50.0%,2,0,2,0.0%,2023,2025,QF,4,1.02,1.3%,6.3%,54.7%,58.6%,50.0%,54.7%,46.3%,60.0%,41.9%
Colina 125,3,Clay,6,3,3,50.0%,2,1,1,50.0%,2023,2025,SF,6,0.99,2.0%,5.4%,58.8%,59.6%,43.5%,52.9%,46.6%,58.7%,63.2%
Tampico 125,3,Hard,5,2,3,40.0%,1,1,0,100.0%,2023,2025,SF,5,0.80,3.9%,5.0%,56.1%,64.7%,38.9%,53.4%,37.4%,57.7%,51.7%
