Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,18,5,13,27.8%,16-29,35.6%,189-236,44.5%,2-4,33.3%,18,54.8%,34.8%,2.5%,6.4%,54.7%,61.5%,40.6%,52.0%,43.3%,47.7%,0.90
Clay,3,0,3,0.0%,1-6,14.3%,22-40,35.5%,0-0,-,3,43.3%,28.1%,1.4%,10.0%,56.8%,59.2%,32.6%,47.7%,42.8%,45.1%,0.82
Grass,4,2,2,50.0%,6-6,50.0%,62-59,51.2%,1-1,50.0%,4,63.3%,39.0%,1.8%,5.3%,58.3%,60.7%,47.0%,55.0%,44.4%,49.8%,0.99
Grand Slams,5,1,4,20.0%,4-9,30.8%,52-74,41.3%,1-1,50.0%,5,46.8%,36.5%,1.4%,5.9%,51.8%,59.0%,37.4%,48.6%,43.1%,46.0%,0.84
Premiers,2,1,1,50.0%,3-2,60.0%,27-24,52.9%,0-1,0.0%,2,68.0%,40.0%,4.0%,6.4%,55.5%,61.5%,51.9%,57.2%,45.6%,51.5%,1.07
Internationals,14,4,10,28.6%,13-23,36.1%,150-179,45.6%,1-2,33.3%,14,56.2%,35.4%,1.8%,5.8%,58.2%,59.2%,42.6%,52.3%,44.1%,48.1%,0.92
Quarter-finals,2,0,2,0.0%,1-4,20.0%,17-28,37.8%,0-0,-,2,43.5%,31.8%,0.7%,1.5%,58.8%,50.0%,35.7%,44.1%,41.8%,43.0%,0.75
vs Righties,24,7,17,29.2%,23-39,37.1%,267-322,45.3%,3-5,37.5%,24,55.9%,35.3%,2.2%,6.4%,55.9%,60.8%,41.6%,52.3%,43.7%,48.0%,0.92
vs Lefties,1,0,1,0.0%,0-2,0.0%,6-13,31.6%,0-0,-,1,40.0%,22.2%,2.6%,11.8%,48.7%,70.3%,25.6%,47.4%,32.7%,41.6%,0.62
vs Top 10,2,0,2,0.0%,1-4,20.0%,22-31,41.5%,0-1,0.0%,2,53.8%,30.8%,1.7%,7.3%,51.4%,56.0%,47.7%,52.0%,42.2%,47.3%,0.88
