Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Mallorca 125 SF,L vs Sierra,1.01,0.50,44.0,2.1,5.6%,44.4%,0.0%,62.9%,23.1%,22.7%
2021 Strasbourg R32,L vs Andreescu,0.91,0.44,33.5,2.0,0.0%,36.4%,0.0%,45.5%,34.8%,21.1%
2019 W25 Calvi R16,W vs Georges,1.17,1.40,56.9,3.0,2.9%,58.8%,0.0%,50.0%,48.4%,61.5%
2019 W25 Calvi R32,W vs Cascino,1.06,1.22,55.5,3.6,0.0%,53.6%,0.0%,48.1%,44.7%,68.4%
2019 W25 Campinas R32,L vs Pedretti,0.92,0.76,58.9,2.0,3.3%,60.0%,0.0%,59.3%,32.4%,34.3%
2019 W25 Curitiba R32,L vs Paquet,0.96,0.85,75.8,4.0,1.9%,50.0%,1.9%,63.5%,35.4%,40.9%
2019 W15 Monastir F,L vs Lesniak,0.91,0.71,39.5,4.0,3.2%,45.2%,0.0%,37.0%,45.7%,45.5%
2019 W15 Monastir SF,W vs Temin,1.20,1.28,55.9,4.9,2.2%,57.8%,0.0%,56.1%,45.5%,46.7%
2019 W15 Monastir R16,W vs Remy,1.11,1.55,43.5,2.1,0.0%,60.9%,0.0%,60.0%,55.2%,55.2%
2019 W15 Monastir R32,W vs Hill,0.99,1.09,79.4,3.1,0.0%,47.6%,0.0%,57.6%,59.1%,45.2%
2019 W25 Plantation FL R32,W vs Burillo Escorihuela,1.01,1.34,57.3,2.1,0.0%,71.4%,0.0%,52.9%,56.5%,43.5%
2017 Hammamet $15K F,L vs Mendez,0.98,0.72,45.8,2.8,0.0%,50.0%,0.0%,44.7%,41.2%,35.5%
2017 Hammamet $15K SF,W vs Hofer,1.17,1.32,48.7,7.2,0.0%,53.7%,0.0%,60.0%,41.5%,56.4%
2017 Hammamet $15K QF,W vs Turati,1.17,1.87,42.9,2.6,0.0%,64.3%,0.0%,56.0%,54.5%,73.7%
2017 Hammamet $15K R16,W vs Panfilov,1.12,1.25,53.6,2.6,0.0%,50.0%,3.7%,40.7%,66.7%,54.5%
2013 Lleida 10K QF,L vs Cervera Vazquez,0.91,0.65,43.4,2.0,0.0%,46.9%,3.2%,45.2%,35.7%,42.3%
2013 Valladolid 10K F,W vs Rosatello,1.03,1.33,53.5,2.2,2.5%,57.5%,0.0%,66.7%,44.4%,54.3%
2013 Valladolid 10K R16,W vs Prats Millan,1.05,2.10,31.5,2.0,4.5%,68.2%,0.0%,60.0%,76.2%,66.7%
2013 Valladolid 10K R32,W vs Leweurs,1.10,1.26,57.2,3.0,0.0%,65.1%,0.0%,57.5%,54.1%,34.3%
2013 Girona 10K R32,L vs Sussarello,1.00,0.65,44.5,2.0,0.0%,50.0%,0.0%,42.9%,34.4%,35.5%
2025 (1 matches),,1.01,0.50,44.0,2.1,5.6%,44.4%,0.0%,62.9%,23.1%,22.7%
2021 (1 matches),,0.91,0.44,33.5,2.0,0.0%,36.4%,0.0%,45.5%,34.8%,21.1%
2019 (9 matches),,1.03,1.09,60.8,2.9,1.5%,55.1%,0.3%,54.9%,47.6%,48.0%
2017 (4 matches),,1.11,1.20,48.0,3.1,0.0%,53.9%,0.8%,50.4%,50.4%,53.3%
2013 (7 matches),,1.01,1.04,48.5,2.4,1.3%,53.8%,0.4%,52.5%,47.9%,47.8%
Career (26 matches),,1.01,0.97,51.3,2.6,1.1%,51.8%,0.4%,52.7%,45.0%,46.2%
