Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),147,533,134,1657,186,1545,90,1652,154,1481,432,173,,
2025,183,387,218,1534,288,1411,169,1538,195,1419,409,183
2024,232,309,250,1476,285,1401,195,1476,,,592,99
2023,464,119,269,1412,279,1361,245,1386,,,,
2022,281,217,298,1376,291,1344,284,1317,203,1367,,
2021,244,296,213,1474,235,1388,196,1432,,,,
2020,272,235,,,,,,,,,312,249
2019,390,116,,,,,,,,,328,219
2018,468,55,,,,,,,,,688,27
2013,756,27,,,,,,,,,1294,3
2012,675,32,,,,,,,,,,
