Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,35,18,17,51.4%,43-42,50.6%,412-403,50.6%,5-3,62.5%,34,76.4%,25.1%,4.9%,3.7%,62.4%,66.9%,51.7%,61.2%,38.7%,50.3%,1.00
Clay,11,6,5,54.5%,14-11,56.0%,128-120,51.6%,2-1,66.7%,8,75.8%,25.7%,2.5%,3.9%,57.6%,66.8%,51.7%,60.4%,39.2%,49.7%,0.99
Grass,11,7,4,63.6%,17-12,58.6%,163-146,52.8%,4-4,50.0%,11,84.1%,21.3%,4.7%,3.7%,63.1%,72.8%,51.1%,64.8%,37.5%,51.2%,1.06
Grand Slams,8,4,4,50.0%,13-13,50.0%,125-126,49.8%,2-1,66.7%,8,74.2%,26.2%,5.3%,4.7%,60.2%,67.9%,48.3%,60.1%,39.1%,49.8%,0.98
Masters,16,7,9,43.8%,17-21,44.7%,174-181,49.0%,1-0,100.0%,16,73.9%,25.0%,4.8%,4.0%,61.3%,66.6%,50.8%,60.5%,38.8%,49.6%,0.98
Other Tours,30,18,12,60.0%,39-28,58.2%,358-325,52.4%,8-7,53.3%,29,81.8%,23.3%,4.1%,3.2%,62.6%,69.2%,53.3%,63.3%,38.1%,51.1%,1.04
Best of 5,8,4,4,50.0%,13-13,50.0%,125-126,49.8%,2-1,66.7%,8,74.2%,26.2%,5.3%,4.7%,60.2%,67.9%,48.3%,60.1%,39.1%,49.8%,0.98
Best of 3,49,27,22,55.1%,61-52,54.0%,578-543,51.6%,9-7,56.3%,45,79.1%,23.9%,4.3%,3.5%,62.2%,68.4%,52.4%,62.3%,38.3%,50.6%,1.02
Finals,2,0,2,0.0%,1-4,20.0%,25-31,44.6%,0-1,0.0%,2,81.5%,10.7%,4.1%,0.6%,68.6%,67.2%,56.6%,63.9%,33.1%,48.3%,0.92
Semi-finals,4,2,2,50.0%,4-4,50.0%,38-43,46.9%,1-0,100.0%,4,70.0%,22.5%,3.1%,2.4%,64.4%,61.2%,48.1%,56.5%,39.4%,48.6%,0.91
Quarter-finals,5,4,1,80.0%,6-4,60.0%,49-48,50.5%,0-0,-,5,79.6%,25.5%,3.8%,3.5%,61.3%,70.3%,51.2%,62.9%,39.1%,50.9%,1.05
vs Righties,53,29,24,54.7%,69-61,53.1%,657-630,51.0%,11-8,57.9%,49,78.4%,23.3%,4.6%,3.8%,61.9%,68.2%,51.6%,61.9%,38.1%,50.2%,1.00
vs Lefties,4,2,2,50.0%,5-4,55.6%,46-39,54.1%,0-0,-,4,75.0%,37.8%,3.2%,2.5%,59.5%,69.2%,51.3%,62.0%,44.2%,53.2%,1.16
vs Top 10,10,2,8,20.0%,6-20,23.1%,110-151,42.1%,2-3,40.0%,10,71.4%,13.1%,2.9%,3.6%,61.8%,65.6%,49.2%,59.3%,34.2%,46.8%,0.84
