Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,3,2,1,66.7%,5-2,71.4%,38-34,52.8%,1-0,100.0%,3,71.4%,33.3%,3.7%,4.1%,63.9%,66.4%,49.4%,60.3%,42.0%,51.1%,1.06,SF (Phoenix)
2025,5,3,2,60.0%,7-5,58.3%,70-58,54.7%,0-3,0.0%,5,77.4%,34.9%,3.2%,3.0%,62.5%,69.2%,50.0%,62.0%,42.0%,52.0%,1.10,QF (Phoenix)
2024,6,3,3,50.0%,9-7,56.3%,78-76,50.6%,1-1,50.0%,6,75.0%,26.3%,1.0%,2.1%,68.3%,63.4%,55.9%,61.0%,41.4%,50.5%,1.06,SF (Naples)
2023,16,9,7,56.3%,21-18,53.8%,190-179,51.5%,2-5,28.6%,16,75.0%,29.1%,1.8%,2.5%,70.4%,62.9%,53.5%,60.1%,39.6%,50.0%,0.99,W (Helsinki)
2022,22,16,6,72.7%,37-16,69.8%,294-231,56.0%,6-6,50.0%,22,76.4%,35.7%,2.1%,2.7%,70.2%,66.6%,50.5%,61.8%,44.6%,52.9%,1.17,W (2x)
2021,4,3,1,75.0%,7-3,70.0%,58-52,52.7%,4-1,80.0%,4,67.9%,34.6%,3.0%,2.7%,68.1%,65.9%,47.5%,60.0%,43.2%,51.5%,1.08,SF (Orleans)
2019,42,29,13,69.0%,63-38,62.4%,523-424,55.2%,4-5,44.4%,42,73.2%,37.6%,2.7%,6.2%,62.8%,67.0%,48.6%,60.2%,44.3%,52.3%,1.11,W (2x)
2018,34,18,16,52.9%,39-40,49.4%,382-379,50.2%,5-5,50.0%,34,69.6%,31.1%,2.3%,5.2%,64.6%,64.1%,48.2%,58.4%,41.7%,49.9%,1.00,W (Istanbul)
2017,33,20,13,60.6%,42-36,53.8%,374-368,50.4%,6-2,75.0%,33,70.0%,30.5%,2.1%,4.7%,66.0%,63.3%,50.9%,59.1%,41.6%,50.2%,1.02,W (Brest)
2016,3,1,2,33.3%,2-5,28.6%,27-36,42.9%,0-0,-,3,61.3%,25.0%,0.0%,6.2%,70.5%,58.8%,46.3%,55.1%,40.0%,47.7%,0.89,R16 (Brest)
2015,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,37.5%,12.5%,1.9%,5.6%,77.8%,50.0%,33.3%,46.3%,37.5%,42.2%,0.70,R32 (Bordeaux)
Career,169,104,65,61.5%,232-172,57.4%,2038-1849,52.4%,29-28,50.9%,169,72.2%,32.9%,2.3%,4.5%,66.0%,64.9%,49.8%,59.8%,42.5%,51.0%,1.06,
