Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),32,1403,38,1834,45,1771,37,1760,27,1733,,,,
2025,34,1383,35,1844,39,1776,33,1765,25,1738,,,,
2024,70,772,101,1698,116,1627,76,1682,88,1593,,,,
2023,133,484,120,1651,111,1619,108,1621,99,1571,,,,
2022,51,892,47,1808,45,1763,47,1736,,,,,,
2021,92,797,70,1748,53,1736,91,1656,73,1616,,,,
2020,77,838,100,1685,78,1664,97,1618,,,,,,
2019,83,638,155,1610,157,1551,115,1593,99,1598,,,,
2018,144,372,193,1537,207,1477,150,1539,,,495,33,,
2017,155,352,127,1641,120,1614,191,1488,,,495,105,,
2016,529,66,,,,,,,,,1042,25,,
2015,886,19,,,,,,,,,,,,
2014,1254,5,,,,,,,,,,,,
