Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,15,7,8,46.7%,7,4,3,57.1%,2018,2026,R32,15,0.95,3.5%,3.0%,65.8%,65.4%,50.6%,60.3%,37.6%,57.4%,41.7%
Roland Garros,10,Clay,19,9,10,47.4%,10,6,4,60.0%,2015,2025,R16,18,1.00,2.2%,2.8%,67.0%,64.0%,51.3%,59.8%,40.3%,57.1%,46.4%
Wimbledon,4,Grass,10,6,4,60.0%,2,1,1,50.0%,2019,2025,R64,10,1.02,5.4%,5.4%,64.9%,69.0%,47.2%,61.4%,39.4%,59.6%,38.5%
US Open,8,Hard,17,8,9,47.1%,8,5,3,62.5%,2018,2025,R16,17,0.91,2.7%,4.6%,61.9%,64.1%,50.2%,58.8%,37.6%,58.6%,38.4%
Olympics,1,,3,1,2,33.3%,1,0,1,0.0%,2024,2024,R16,2,0.94,1.8%,3.6%,73.1%,65.6%,42.2%,59.3%,38.1%,75.0%,42.9%
Davis Cup,1,,3,2,1,66.7%,0,0,0,-,2025,2025,,0,,,,,,,,,,
Miami Masters,2,Hard,4,2,2,50.0%,1,1,0,100.0%,2025,2026,R32,4,0.89,5.4%,1.5%,70.4%,61.4%,53.1%,58.9%,36.7%,64.7%,62.5%
Indian Wells Masters,2,Hard,3,1,2,33.3%,0,0,0,-,2025,2026,R64,3,0.88,4.9%,4.4%,64.5%,62.6%,45.8%,56.7%,38.2%,47.6%,26.1%
Metz,4,Hard,8,4,4,50.0%,5,1,4,20.0%,2014,2025,SF,7,0.95,3.8%,5.0%,64.7%,69.6%,46.1%,61.3%,36.6%,56.1%,30.8%
Paris Masters,6,Hard,17,10,7,58.8%,8,5,3,62.5%,2018,2025,R16,16,0.96,3.5%,3.6%,65.5%,69.9%,50.5%,63.2%,35.3%,68.8%,49.3%
Vienna,3,Hard,5,2,3,40.0%,2,1,1,50.0%,2022,2025,QF,5,1.04,2.1%,2.7%,62.1%,66.2%,47.7%,59.2%,42.4%,56.3%,51.5%
Shanghai Masters,3,Hard,3,0,3,0.0%,0,0,0,-,2023,2025,R64,3,0.85,3.4%,1.3%,67.8%,61.9%,48.7%,57.6%,35.8%,42.9%,47.1%
