Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Australian Open R32,L vs Alcaraz,33% (4/12),50% (2/4),1/7,69% (9/13),11% (1/9),2/2,0/0,1/2,0/0,0/1
2025 Almaty F,L vs Medvedev,19% (3/16),100% (3/3),1/3,33% (5/15),20% (1/5),3/3,1/1,1/2,0/0,0/0
2025 Almaty R32,W vs Tomic,44% (4/9),50% (2/4),0/0,20% (2/10),100% (2/2),2/2,1/1,2/2,0/0,0/0
2025 Mallorca F,L vs Griekspoor,17% (2/12),0% (0/2),0/0,17% (2/12),50% (1/2),0/0,0/0,3/4,0/0,2/2
2025 Mallorca SF,W vs Michelsen,45% (5/11),60% (3/5),1/2,27% (3/11),33% (1/3),1/3,1/1,2/2,0/0,0/0
2025 Queen's Club R16,L vs Fearnley,46% (6/13),50% (3/6),0/4,50% (6/12),33% (2/6),1/2,0/0,2/2,0/0,1/1
2025 Rome R32,W vs Rune,39% (7/18),43% (3/7),0/2,17% (3/18),0% (0/3),3/3,1/2,3/4,0/1,1/1
2025 Phoenix CH QF,L vs Bublik,31% (5/16),100% (5/5),0/4,38% (6/16),33% (2/6),4/5,1/1,4/4,0/0,2/2
2025 Buenos Aires R16,L vs Musetti,33% (3/9),0% (0/3),0/2,38% (3/8),0% (0/3),0/0,0/0,1/2,0/0,1/1
2025 Australian Open R32,L vs Tien,40% (6/15),50% (3/6),2/5,53% (8/15),25% (2/8),1/2,0/0,1/2,0/0,0/1
2024 US Open R128,L vs Korda,23% (3/13),33% (1/3),0/6,58% (7/12),14% (1/7),0/1,0/0,0/0,0/0,0/0
2024 Roland Garros R16,L vs Sinner,38% (6/16),67% (4/6),0/7,63% (10/16),20% (2/10),2/4,1/2,2/3,0/0,0/1
2024 Rome R64,L vs Djokovic,38% (3/8),67% (2/3),1/5,75% (6/8),0% (0/6),1/2,0/0,0/1,0/0,0/1
2024 Madrid R128,L vs Shang,38% (6/16),33% (2/6),0/3,44% (7/16),43% (3/7),1/2,0/1,2/3,0/0,2/2
2024 Santiago SF,L vs Tabilo,19% (3/16),100% (3/3),0/2,31% (5/16),20% (1/5),2/3,1/1,1/3,0/0,1/2
2023 US Open R128,L vs Murray,13% (2/15),50% (1/2),0/3,71% (10/14),50% (5/10),1/1,0/1,0/2,0/0,0/0
2023 Wimbledon R64,L vs Safiullin,29% (5/17),80% (4/5),2/5,56% (9/16),33% (3/9),3/3,0/0,1/2,0/0,0/0
2023 Wimbledon R128,W vs Gasquet,44% (7/16),86% (6/7),1/3,35% (6/17),50% (3/6),5/6,3/3,2/2,1/1,0/0
2023 Halle R32,L vs Jarry,18% (2/11),0% (0/2),0/2,30% (3/10),33% (1/3),0/0,0/0,0/0,0/0,0/0
2022 Paris R16,L vs Tsitsipas,0% (0/11),- (0/0),0/1,20% (2/10),50% (1/2),0/0,0/0,0/0,0/0,0/0
2026 (1 matches),,33.3%,50.0%,14.3%,69.2%,11.1%,100.0%,-,50.0%,-,0.0%
2025 (9 matches),,34.5%,53.7%,18.2%,32.5%,28.9%,75.0%,83.3%,79.2%,0.0%,87.5%
2024 (5 matches),,30.4%,57.1%,4.3%,51.5%,20.0%,50.0%,50.0%,50.0%,-,50.0%
2023 (4 matches),,27.1%,68.8%,23.1%,49.1%,42.9%,90.0%,75.0%,50.0%,100.0%,-
2022 (6 matches),,31.9%,66.7%,5.9%,33.3%,40.0%,78.6%,66.7%,87.5%,-,66.7%
Career (203 matches),,41.3%,73.7%,29.8%,40.7%,27.5%,70.2%,71.6%,71.3%,71.0%,70.6%
