Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Australian Open R32,L vs Alcaraz,77.8%,41.1%,12.5%,3/6,2.39,6.7%,76.9%,35.0%,5.8%,2.27,8.3%,84.2%,56.3%,31.6%,2.61,3.7%
2025 Almaty F,L vs Medvedev,72.3%,44.1%,6.4%,1/5,2.18,4.9%,72.7%,41.7%,9.1%,2.28,5.4%,87.0%,50.0%,0.0%,2.00,3.8%
2025 Almaty R32,W vs Tomic,82.5%,48.5%,3.8%,0/3,2.43,52.6%,87.5%,42.9%,1.8%,2.41,60.6%,73.9%,64.7%,8.7%,2.46,41.7%
2025 Mallorca F,L vs Griekspoor,72.8%,37.3%,3.7%,0/3,2.50,30.4%,70.9%,35.9%,1.8%,2.40,53.8%,80.0%,40.0%,8.0%,2.63,0.0%
2025 Mallorca SF,W vs Michelsen,79.2%,52.6%,8.3%,2/4,2.43,11.8%,79.5%,54.3%,4.5%,2.23,15.6%,81.5%,50.0%,14.8%,2.76,5.3%
2025 Queens Club R16,L vs Fearnley,69.1%,41.1%,4.9%,2/2,2.60,22.4%,76.4%,42.9%,3.6%,2.47,31.4%,73.7%,35.7%,10.5%,2.80,8.7%
2025 Rome R32,W vs Rune,76.3%,44.7%,3.7%,2/3,2.34,7.3%,77.6%,40.0%,3.4%,2.24,13.6%,84.1%,48.3%,4.3%,2.45,0.0%
2025 Phoenix CH QF,L vs Bublik,75.3%,47.1%,2.2%,0/2,2.46,36.0%,74.1%,44.2%,1.7%,2.45,49.1%,84.4%,51.9%,3.1%,2.47,15.2%
2025 Buenos Aires R16,L vs Musetti,82.5%,29.8%,1.8%,0/1,2.34,2.7%,82.1%,31.3%,2.6%,2.26,3.8%,93.8%,26.7%,0.0%,2.50,0.0%
2025 Australian Open R32,L vs Tien,79.4%,38.8%,11.2%,6/6,2.28,6.9%,78.6%,34.1%,14.3%,2.24,9.7%,89.1%,43.9%,8.7%,2.38,0.0%
2024 Roland Garros R16,L vs Sinner,71.6%,45.6%,3.2%,1/2,2.28,3.5%,72.6%,37.8%,0.0%,2.28,3.3%,82.1%,60.9%,10.7%,2.30,4.2%
2024 Rome R64,L vs Djokovic,88.1%,37.8%,7.1%,1/2,2.51,0.0%,88.5%,39.1%,7.7%,2.47,0.0%,87.5%,35.7%,6.3%,2.63,0.0%
2024 Madrid R128,L vs Shang,80.1%,40.4%,5.1%,3/4,2.45,1.6%,82.5%,36.3%,6.2%,2.39,1.4%,82.9%,51.7%,2.9%,2.53,2.0%
2024 Santiago SF,L vs Tabilo,67.1%,40.0%,6.1%,3/2,2.27,16.4%,64.7%,39.4%,3.9%,2.20,24.0%,78.6%,40.9%,10.7%,2.41,0.0%
2023 Halle R32,L vs Jarry,75.7%,37.7%,10.0%,3/4,-,10.3%,77.3%,41.2%,6.8%,-,23.5%,79.2%,31.6%,16.7%,-,0.0%
2022 Paris R16,L vs Tsitsipas,69.0%,27.5%,5.2%,0/3,2.15,15.7%,67.6%,13.0%,2.9%,2.05,24.2%,70.8%,47.1%,8.3%,2.33,0.0%
2022 Orleans CH R16,L vs Andreev,81.9%,46.2%,1.6%,1/1,2.33,11.4%,83.3%,36.9%,1.3%,2.41,19.1%,84.8%,61.5%,2.2%,2.22,0.0%
2022 US Open R16,L vs Ruud,73.6%,38.2%,2.5%,1/2,2.11,3.2%,73.8%,37.1%,1.2%,2.19,4.8%,84.4%,40.7%,6.3%,1.97,0.0%
2022 US Open R64,W vs Van De Zandschulp,60.4%,53.1%,4.7%,1/4,2.13,10.8%,59.1%,46.2%,3.0%,2.12,16.4%,83.3%,64.0%,10.0%,2.16,0.0%
2020 Roland Garros R128,L vs Giustino,81.6%,49.7%,2.0%,1/4,2.52,1.1%,84.3%,44.8%,2.5%,2.59,1.6%,83.3%,60.0%,1.3%,2.36,0.0%
Career (31 matches),,74.4%,43.7%,4.2%,38.1%,2.36,10.1%,76.0%,40.3%,3.3%,2.33,13.8%,80.6%,50.0%,6.5%,2.42,3.2%
