Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
7,Sumit Nagal [IND],5,2,71.4%,0,0,0,-,2019,2025,7,1.11,3.0%,3.9%,67.4%,64.0%,51.4%,59.9%,44.5%,64.2%,38.5%
6,Quentin Halys [FRA],3,3,50.0%,3,0,3,0.0%,2015,2026,5,1.11,2.8%,3.9%,62.6%,67.3%,54.9%,62.6%,41.4%,63.3%,51.4%
6,Daniel Altmaier [GER],5,1,83.3%,2,2,0,100.0%,2021,2025,6,1.16,1.5%,3.0%,65.8%,67.0%,51.1%,61.6%,44.7%,67.5%,44.0%
6,Roberto Carballes Baena [ESP],4,2,66.7%,4,1,3,25.0%,2017,2024,6,1.01,3.6%,3.8%,65.4%,68.7%,49.4%,62.0%,38.4%,60.5%,40.9%
5,Alexei Popyrin [AUS],4,1,80.0%,1,1,0,100.0%,2017,2025,5,1.16,3.3%,1.3%,65.9%,68.8%,59.1%,65.5%,39.9%,76.1%,36.0%
5,Nicolas Jarry [CHI],2,3,40.0%,3,2,1,66.7%,2018,2024,5,1.01,5.0%,2.2%,61.7%,71.4%,56.8%,65.8%,34.6%,61.5%,30.0%
5,Thiago Monteiro [BRA],2,3,40.0%,0,0,0,-,2014,2024,3,1.15,3.2%,1.3%,78.2%,67.2%,73.5%,68.6%,36.0%,60.0%,46.7%
5,Hugo Grenier [FRA],2,3,40.0%,2,2,0,100.0%,2016,2022,4,1.00,1.1%,1.5%,69.7%,64.5%,44.4%,58.4%,41.4%,46.7%,33.3%
4,Alexander Bublik [KAZ],0,4,0.0%,1,0,1,0.0%,2017,2025,4,0.83,2.4%,3.1%,68.5%,65.5%,50.0%,60.6%,32.6%,56.0%,37.5%
4,Reilly Opelka [USA],2,2,50.0%,4,1,3,25.0%,2019,2025,4,0.98,3.6%,3.6%,69.8%,71.3%,61.8%,68.4%,30.8%,64.7%,44.4%
4,Daniil Medvedev [RUS],2,2,50.0%,1,1,0,100.0%,2021,2025,4,0.89,2.5%,1.8%,65.3%,62.4%,48.7%,57.7%,37.5%,58.8%,47.8%
4,Alexander Shevchenko [KAZ],4,0,100.0%,0,0,0,-,2022,2025,4,1.14,1.5%,0.3%,66.0%,61.7%,54.5%,59.3%,46.6%,67.6%,52.8%
4,Jan Lennard Struff [GER],3,1,75.0%,1,1,0,100.0%,2022,2025,4,0.96,3.8%,3.5%,67.5%,67.9%,43.1%,59.9%,38.5%,76.1%,50.0%
4,Alex Michelsen [USA],3,1,75.0%,1,1,0,100.0%,2024,2025,4,1.08,4.8%,1.6%,66.0%,63.9%,54.2%,60.6%,42.6%,75.0%,35.9%
4,Tallon Griekspoor [NED],1,3,25.0%,1,0,1,0.0%,2018,2025,4,0.81,5.0%,4.6%,62.2%,64.6%,56.1%,61.4%,31.1%,65.4%,30.8%
