Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Australian Open R32,L vs Alcaraz,17,30,0.6,10.3%,18.2%,17,25,0.7,11.0%,16.1%,7.1%,3.9%,1.5,18.2%,12.1%
2025 Almaty F,L vs Medvedev,31,25,1.2,16.3%,13.2%,29,25,1.2,16.5%,14.2%,12.5%,3.4%,1.0,17.9%,17.9%
2025 Almaty R32,W vs Tomic,27,24,1.1,16.5%,14.6%,22,21,1.0,14.3%,13.6%,7.8%,5.8%,0.9,15.2%,16.5%
2025 Mallorca F,L vs Griekspoor,28,17,1.6,18.2%,11.0%,22,16,1.4,15.5%,11.3%,9.2%,4.9%,1.8,20.1%,11.0%
2025 Mallorca SF,W vs Michelsen,28,14,2.0,18.9%,9.5%,24,13,1.8,17.0%,9.2%,9.2%,7.1%,1.3,14.9%,11.5%
2025 Queen's Club R16,L vs Fearnley,19,20,1.0,11.9%,12.6%,16,18,0.9,11.3%,12.7%,7.0%,4.2%,1.4,23.3%,16.4%
2025 Rome Masters R32,W vs Rune,35,36,1.0,14.1%,14.5%,31,32,1.0,13.5%,14.0%,9.2%,4.4%,0.8,19.0%,23.4%
2025 Phoenix CH QF,L vs Bublik,31,28,1.1,15.1%,13.7%,28,24,1.2,15.0%,12.8%,10.2%,4.8%,1.4,20.5%,15.1%
2025 Buenos Aires R16,L vs Musetti,7,21,0.3,6.8%,20.4%,7,19,0.4,7.2%,19.6%,4.1%,3.1%,1.1,18.4%,16.5%
2025 Australian Open R32,L vs Tien,32,43,0.7,15.0%,20.1%,29,41,0.7,14.3%,20.2%,8.9%,5.4%,0.7,14.0%,21.0%
2024 US Open R128,L vs Korda,17,44,0.4,9.8%,25.4%,16,39,0.4,9.9%,24.1%,6.8%,3.1%,1.0,19.7%,19.1%
2024 Roland Garros R16,L vs Sinner,31,42,0.7,16.0%,21.6%,30,40,0.8,16.6%,22.1%,13.8%,2.8%,1.4,19.6%,14.4%
2024 Rome Masters R64,L vs Djokovic,13,20,0.7,12.9%,19.8%,13,20,0.7,13.0%,20.0%,10.0%,3.0%,1.6,20.8%,12.9%
2024 Madrid Masters R128,L vs Shang,32,50,0.6,11.0%,17.2%,31,50,0.6,11.0%,17.7%,7.4%,3.5%,0.9,18.3%,20.7%
2024 Santiago SF,L vs Tabilo,29,32,0.9,16.4%,18.1%,25,31,0.8,15.0%,18.6%,10.2%,4.8%,1.0,13.6%,14.1%
2023 US Open R128,L vs Murray,32,36,0.9,16.2%,18.2%,27,35,0.8,14.6%,18.9%,10.8%,3.8%,2.0,22.7%,11.6%
2023 Wimbledon R64,L vs Safiullin,36,32,1.1,15.8%,14.0%,31,29,1.1,15.0%,14.0%,10.6%,4.3%,1.1,18.9%,16.7%
2023 Wimbledon R128,W vs Gasquet,50,28,1.8,23.4%,13.1%,38,25,1.5,19.6%,12.9%,13.9%,4.6%,0.8,14.0%,17.3%
2023 Halle R32,L vs Jarry,32,15,2.1,24.1%,11.3%,27,15,1.8,22.1%,12.3%,4.9%,4.1%,1.4,28.6%,21.1%
2022 Paris Masters R16,L vs Tsitsipas,31,22,1.4,24.8%,17.6%,28,19,1.5,24.1%,16.4%,19.0%,4.3%,2.2,19.2%,8.8%
Career (54 matches),,1568,1757,0.9,14.6%,16.3%,1445,1610,0.9,14.6%,16.3%,7.3%,3.0%,1.0,17.0%,17.6%
