Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2021 Roland Garros R128,L vs Sakkari,38% (3/8),40% (2/5),0/0,0/0,58% (7/12),1/3,0/1,- (0/0),- (0/0)
2020 Roland Garros R128,L vs Bertens,43% (3/7),42% (5/12),1/8,0/0,38% (5/13),0/2,0/1,- (0/0),- (0/0)
2020 US Open R128,L vs Rybakina,60% (3/5),- (0/0),0/0,0/0,67% (8/12),4/6,3/4,- (0/0),- (0/0)
2019 W100 Szekesfehervar QF,W vs Juvan,54% (7/13),63% (5/8),2/3,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2019 Tashkent SF,L vs Cirstea,11% (1/9),100% (2/2),0/0,0/0,63% (10/16),4/6,2/3,- (0/0),- (0/0)
2019 Guangzhou R16,L vs Kenin,44% (4/9),67% (2/3),0/0,0/0,29% (2/7),1/3,1/2,- (0/0),- (0/0)
2019 W100 Contrexeville SF,W vs Voegele,36% (8/22),53% (8/15),2/4,1/2,45% (5/11),0/1,0/0,- (0/0),- (0/0)
2019 W100 Contrexeville R32,W vs Danilina,69% (9/13),36% (4/11),2/3,1/1,50% (4/8),0/0,0/0,100% (4/4),75% (3/4)
2019 W25 Biella SF,W vs Bronzetti,80% (8/10),57% (4/7),2/2,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 W80 Cagnes Sur Mer R32,L vs Korpatsch,- (0/0),50% (2/4),0/0,0/0,46% (6/13),2/4,0/1,- (0/0),- (0/0)
2019 W60 Wiesbaden F,L vs Krejcikova,44% (8/18),40% (2/5),0/1,0/0,67% (6/9),2/4,0/1,20% (1/5),25% (1/4)
2019 W60 Wiesbaden SF,W vs Seguel,64% (7/11),60% (6/10),2/3,1/1,70% (7/10),0/0,0/0,- (0/0),- (0/0)
2019 W60 Wiesbaden QF,W vs Rus,67% (8/12),50% (4/8),2/4,1/3,63% (5/8),1/1,0/0,67% (4/6),60% (3/5)
2019 W60 Wiesbaden R16,W vs Grammatikopoulou,52% (11/21),38% (5/13),2/12,1/1,77% (10/13),3/4,0/0,- (0/0),- (0/0)
2019 W60 Wiesbaden R32,W vs Tauson,71% (5/7),53% (9/17),2/2,1/1,53% (9/17),2/3,0/0,- (0/0),- (0/0)
2019 Lugano R32,L vs Swiatek,50% (2/4),50% (1/2),0/0,0/0,50% (6/12),3/5,3/4,- (0/0),- (0/0)
2019 W25 Santa Margherita Di Pula R32,L vs Bronzetti,50% (7/14),20% (1/5),0/0,0/0,70% (7/10),2/4,0/1,- (0/0),- (0/0)
2019 Guadalajara R32,L vs Kudermetova,80% (12/15),50% (3/6),1/1,0/0,60% (6/10),0/2,0/1,- (0/0),- (0/0)
2019 W25 Irapuato R32,L vs Stefani,33% (1/3),100% (3/3),0/0,0/0,25% (2/8),0/2,0/1,- (0/0),- (0/0)
2019 W25 Trnava QF,L vs Shinikova,54% (7/13),38% (3/8),1/2,0/0,40% (4/10),3/5,0/1,- (0/0),- (0/0)
2021 (1 matches),,37.5%,40.0%,-,-,58.3%,33.3%,0.0%,-,-
2020 (2 matches),,50.0%,41.7%,12.5%,-,52.0%,50.0%,60.0%,-,-
2019 (22 matches),,56.3%,48.8%,53.3%,78.6%,56.1%,54.4%,47.6%,60.0%,53.8%
2018 (6 matches),,48.5%,47.1%,41.2%,75.0%,51.6%,22.2%,40.0%,83.3%,33.3%
2017 (28 matches),,55.9%,41.7%,55.1%,50.0%,50.0%,56.9%,52.2%,71.4%,55.9%
Career (86 matches),,55.2%,47.8%,51.7%,53.6%,50.6%,49.7%,49.4%,63.4%,53.5%
