Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,17,12,5,70.6%,24-13,64.9%,184-140,56.8%,0-1,0.0%,17,59.4%,53.9%,1.4%,3.6%,68.5%,58.2%,47.5%,54.8%,51.6%,53.1%,1.14,W (W35 Sabadell)
2025,37,20,17,54.1%,46-44,51.1%,430-444,49.2%,6-6,50.0%,35,57.4%,42.2%,1.2%,3.6%,65.9%,56.4%,46.1%,52.9%,46.4%,49.8%,0.99,W (W35 Qian Daohu)
2024,32,15,17,46.9%,35-42,45.5%,338-366,48.0%,0-4,0.0%,13,53.1%,38.1%,1.0%,4.6%,66.7%,56.9%,40.2%,51.3%,45.9%,48.4%,0.94,W (W75 Brescia)
2023,35,25,10,71.4%,55-29,65.5%,432-349,55.3%,4-3,57.1%,5,53.6%,38.6%,0.8%,4.4%,68.6%,56.6%,42.6%,52.2%,45.8%,48.9%,0.96,W (2x)
2022,22,14,8,63.6%,31-19,62.0%,260-209,55.4%,2-3,40.0%,5,57.8%,35.9%,0.7%,6.8%,64.4%,59.0%,41.7%,52.8%,44.8%,48.8%,0.95,F (W25 Loule)
2021,8,4,4,50.0%,9-8,52.9%,75-73,50.7%,0-0,-,4,60.5%,39.5%,0.0%,3.4%,72.0%,57.8%,37.8%,52.2%,45.1%,48.7%,0.94,QF (W60 Andrezieux-Boutheon)
2020,9,5,4,55.6%,10-11,47.6%,98-104,48.5%,1-2,33.3%,2,54.5%,45.5%,0.6%,5.0%,59.7%,55.8%,50.0%,53.5%,47.3%,50.3%,1.02,QF (W25 Istanbul)
2019,44,28,16,63.6%,56-39,58.9%,458-418,52.3%,3-2,60.0%,4,79.2%,20.4%,1.3%,2.7%,66.2%,66.7%,57.4%,63.5%,36.9%,49.9%,1.01,W (2x)
2018,52,30,22,57.7%,72-56,56.3%,598-571,51.2%,8-3,72.7%,2,65.4%,26.9%,2.3%,2.3%,63.6%,59.8%,46.9%,55.1%,36.3%,46.1%,0.81,W (Amiens $15K)
2017,35,23,12,65.7%,45-30,60.0%,365-318,53.4%,5-2,71.4%,0,,,,,,,,,,,,W (Santa Margherita Di Pula $25K)
2016,22,12,10,54.5%,29-23,55.8%,250-224,52.7%,1-2,33.3%,0,,,,,,,,,,,,F (Santa Margherita Di Pula $10K)
2015,22,16,6,72.7%,32-14,69.6%,234-172,57.6%,5-0,100.0%,0,,,,,,,,,,,,W (2x)
Career,335,204,131,60.9%,444-328,57.5%,3722-3388,52.3%,35-28,55.6%,87,58.4%,41.4%,1.1%,3.9%,66.5%,57.6%,45.4%,53.5%,46.3%,49.9%,1.00,
