Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2020 Roland Garros R128,L vs Bertens,6.6,7.4,5.8,50.9%,43.3%,50.0%,36.8%,46.0%,9.7%,-7.0,-4.1,2.0,1.0
2019 ITF Szekesfehervar QF,W vs Juvan,5.5,5.1,5.8,53.2%,48.0%,81.8%,61.5%,50.8%,2.3%,0.5,0.4,13.0,10.7
2019 Tashkent SF,L vs Cirstea,4.2,4.7,3.4,43.6%,36.1%,42.9%,30.0%,55.6%,8.3%,-5.5,-5.6,-1.5,-2.0
2019 Guangzhou R16,L vs Kenin,3.4,4.0,2.6,48.5%,30.8%,33.3%,40.0%,44.8%,4.1%,-6.0,-11.5,-2.5,-3.6
2018 ITF Budapest F,L vs Swiatek,3.4,3.2,3.5,44.6%,39.4%,30.8%,-,33.8%,8.5%,-1.5,-3.8,6.0,7.1
2017 Seoul R32,L vs Haddad Maia,4.1,3.9,4.3,46.6%,59.5%,45.5%,33.3%,39.0%,8.3%,6.5,6.0,-5.5,-3.4
2017 ITF Santa Margherita Di Pula F,W vs Paquet,4.5,4.9,4.2,54.1%,50.0%,92.3%,64.7%,33.2%,7.6%,9.0,14.3,15.0,10.6
Career (7 matches),,4.6,4.8,4.4,48.5%,44.2%,57.8%,43.6%,43.7%,7.4%,-0.6,-0.6,3.8,3.1
