Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2018,3,0,3,0.0%,2-6,25.0%,32-43,42.7%,0-1,0.0%,3,64.9%,21.6%,0.8%,8.0%,63.7%,64.2%,46.5%,57.8%,39.5%,48.7%,0.94,R32 (3x)
2017,11,3,8,27.3%,9-17,34.6%,117-134,46.6%,2-4,33.3%,11,73.2%,20.5%,4.6%,5.6%,59.0%,69.2%,49.2%,61.0%,35.9%,48.8%,0.92,QF (Ortisei)
2016,12,5,7,41.7%,11-17,39.3%,129-136,48.7%,3-2,60.0%,12,65.1%,32.1%,1.3%,3.8%,69.1%,60.8%,51.1%,57.8%,41.9%,49.8%,0.99,QF (2x)
2013,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,66.7%,0.0%,2.7%,2.7%,63.0%,60.9%,44.4%,54.8%,31.6%,44.6%,0.70,R32 (Mersin)
2012,1,0,1,0.0%,1-2,33.3%,16-17,48.5%,0-1,0.0%,1,50.0%,50.0%,1.6%,6.6%,62.3%,52.6%,45.7%,50.0%,46.7%,48.5%,0.93,R32 (Furth)
2010,4,0,4,0.0%,2-8,20.0%,36-52,40.9%,0-1,0.0%,4,54.5%,27.9%,0.7%,9.0%,64.7%,59.4%,36.3%,51.2%,40.4%,45.7%,0.83,R32 (4x)
2009,4,2,2,50.0%,2-5,28.6%,24-35,40.7%,0-0,-,0,,,,,,,,,,,,QF (Cancun)
2008,3,2,1,66.7%,4-2,66.7%,31-25,55.4%,0-0,-,0,,,,,,,,,,,,QF (Oberstaufen)
2006,1,0,1,0.0%,1-2,33.3%,13-16,44.8%,0-0,-,0,,,,,,,,,,,,R32 (Furth)
Career,40,12,28,30.0%,32-61,34.4%,404-470,46.2%,5-9,35.7%,32,65.9%,26.5%,2.3%,5.6%,64.1%,63.2%,47.7%,57.6%,39.4%,48.6%,0.93,
