Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2018 Prague CH R32,L vs Nedovyesov,80% (4/5),0% (0/1),0/0,0/0,20% (1/5),0/2,0/1,- (0/0),- (0/0)
2017 Ortisei CH R16,W vs Brown,78% (14/18),- (0/0),2/2,1/1,50% (2/4),0/1,0/0,64% (7/11),64% (7/11)
2017 Ortisei CH R32,W vs Sijsling,64% (9/14),23% (3/13),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2017 Istanbul CH R32,L vs Jaziri,44% (7/16),25% (1/4),0/2,0/0,73% (8/11),1/3,0/1,43% (3/7),43% (3/7)
2017 Meerbusch CH R32,W vs Brown,67% (8/12),40% (4/10),2/5,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2017 Turkey F23 SF,L vs Dellien,33% (2/6),25% (2/8),0/0,0/0,14% (1/7),0/2,0/1,- (0/0),- (0/0)
2016 Izmir CH R32,L vs Ivashka,48% (10/21),33% (3/9),1/2,0/0,33% (3/9),1/3,1/2,80% (4/5),60% (3/5)
2016 Istanbul CH QF,L vs Jaziri,75% (3/4),25% (1/4),0/0,0/0,29% (2/7),2/4,1/2,- (0/0),- (0/0)
2016 Bangkok CH R16,L vs Gombos,29% (6/21),100% (1/1),0/0,0/0,60% (6/10),0/2,0/1,33% (2/6),50% (3/6)
2016 Meerbusch CH QF,L vs Mayer,54% (7/13),50% (2/4),0/0,0/0,33% (2/6),0/2,0/1,- (0/0),- (0/0)
2016 Germany F5 SF,L vs Hoang,50% (8/16),44% (4/9),1/2,0/0,50% (5/10),6/8,4/5,- (0/0),- (0/0)
2016 Tunisia F10 QF,L vs Sousa,75% (3/4),0% (0/5),0/0,0/0,58% (7/12),0/2,0/1,- (0/0),- (0/0)
2015 Germany F14 F,L vs Marterer,57% (4/7),0% (0/4),0/0,0/0,43% (3/7),1/3,1/2,- (0/0),- (0/0)
2012 Munich Q Q2,L vs Gojowczyk,58% (7/12),13% (1/8),0/4,0/0,50% (3/6),1/3,1/2,- (0/0),- (0/0)
2018 (1 matches),,80.0%,0.0%,-,-,20.0%,0.0%,0.0%,-,-
2017 (5 matches),,60.6%,28.6%,54.5%,100.0%,54.2%,16.7%,0.0%,55.6%,55.6%
2016 (6 matches),,46.8%,34.4%,50.0%,-,46.3%,42.9%,50.0%,54.5%,54.5%
2015 (1 matches),,57.1%,0.0%,-,-,42.9%,33.3%,50.0%,-,-
2012 (1 matches),,58.3%,12.5%,0.0%,-,50.0%,33.3%,50.0%,-,-
Career (14 matches),,54.4%,27.5%,42.1%,100.0%,46.9%,34.3%,42.1%,55.2%,55.2%
